Inscription: IE,Inscription: Order,Inscription: Title,Inscription: Object Type,Inscription: Type,Inscription: Suspected Ancient Location,Inscription: Date (Avg.),Inscription: Date Span,Inscription: Letter Height (m),Inscription: Letter Height Averaged,Inscription: Language,Inscription: Text,Inscription: Scrubbed Text,Inscription: Diplomatic Text,Inscription: Character Count,Inscription: Diplomatic Character Count,Inscription: Word Count,Inscription: Diplomatic Word Count,Inscription: Total Institutions,Inscription: Total Honors,Inscription: Total People,Inscription: Total Sponsors,Inscription: Total Honorands,Inscription: Total Athenians,Inscription: Total Romans,Inscription: ID,Inscription: Low Date,Inscription: Low Date Uncertainty,Inscription: High Date,Inscription: High Date Uncertainty,Inscription: Notes
574,324,Statue Base for an Unknown Individual,Base,Dedication,,150.5,99,0.0270,,Greek, καθ ὑπο μ νη ματισμὸν τῶν Ἀρειο παγειτῶν vacat vacat, καθ ὑπο μ νη ματισμὸν Ἀρειο παγειτῶν , μ νη παγειτῶν ,43,11,11,5,1,0,0,1,0,0,0,574,101,True,200,True,
575,325,Statue Base(?) for an Unknown Individual,Base,Dedication,,150.5,99,0.0290,,Greek, ὁ δῆμος ὁ Ἀθ ηναί ων ωνος ΝΛ , δῆμος Ἀθ ηναί ων ωνος ΝΛ , ηναί ωνος ΝΛ ,21,10,10,5,1,0,0,1,0,0,0,575,101,True,200,True,
576,326,Statue Base for an Unknown Individual,Base,Dedication,,150.5,99,0.0250,,Greek,1 ἡ ἐξ Ἀρείου πά γο υ βουλὴ , Ἀρείου πά γο υ βουλὴ , πά γο ,20,4,9,4,1,0,0,1,0,0,0,576,101,True,200,True,
577,327,Herm in Honor of an Unknown Individual,Base,Dedication,,150.5,99,0.0190,,Greek,1 κατὰ τ ὸ ἐπερώ τη μα τῆς βουλῆς τῶν Φ , τ ὸ ἐπερώ τη μα βουλῆς Φ , τ ὸ ἐπερώ βουλῆς ,29,13,12,6,1,0,0,1,0,0,0,577,101,True,200,True,
578,328,Statue Base for an Unknown Individual,Base,Dedication,,150.5,99,0.0360,,Greek,1 ἡ βουλὴ τ ῶν Φ vacat, βουλὴ τ ῶν Φ , ῶν Φ ,16,3,7,4,1,0,0,1,0,0,0,578,101,True,200,True,
579,329,Statue Base for an Unknown Individual,Base,Dedication,,150.5,99,0.0285,,Greek,1 ἡ βουλὴ ἡ ἐ ξ Ἀρε ίου πάγου καὶ ΣΤΩ ΙΠ , βουλὴ ἐ ξ Ἀρε ίου πάγου ΣΤΩ ΙΠ , ξ Ἀρε ΣΤΩ ΙΠ ,29,9,13,6,1,0,0,1,0,0,0,579,101,True,200,True,
580,330,Statue Base for an Unknown Individual,Base,Dedication,,150.5,99,0.0550,,Greek, σ αν γε νο μένην , σ αν γε νο μένην , σαν γε νο μένην ,12,12,7,6,0,0,0,0,0,0,0,580,101,True,200,True,
581,331,Statue Base for an Unknown Individual,Base,Dedication,,150.5,99,0.0295,True,Greek, λαμπρ ό τατον Ι λαμ προτατο , λαμπρ ό τατον Ι λαμ προτατο , ό τατον Ι λαμ ,22,10,8,6,0,0,0,0,0,0,0,581,101,True,200,True,
582,332,Statue Base for an Unknown Individual,Base,Dedication,,150.5,99,0.0210,True,Greek,vacat ΥΣ ΩΝ ΛΗΣ ΟΥ 5 Α Δ vacat, ΥΣ ΩΝ ΛΗΣ ΟΥ Α Δ , ΥΣ ΩΝ ΛΗΣ ΟΥ Α Δ ,22,11,9,8,0,0,0,0,0,0,0,582,101,True,200,True,
583,333,Statue Base for an Unknown Individual,Base,Dedication,,150.5,99,0.0375,True,Greek, Ι ⁷ ΤΙ ΝΓΑ ΑΦ 5 ΛΤỊ ⁷ , Ι ΤΙ ΝΓΑ ΑΦ ΛΤ , Ι ΤΙ ΝΓΑ ΑΦ ΛΤ ,14,10,10,7,0,0,0,0,0,0,0,583,101,True,200,True,
584,334,Dedication(?) by and Unknown Party,Stele,Dedication,,250.5,99,0.0135,True,Greek, λιφ της Ι αρχ νωσ 5 ἐ πὶ τη Ι , λιφ της Ι αρχ νωσ ἐ πὶ τη Ι , λιφ της Ι αρχ νωσ πὶ τη Ι ,20,18,12,10,0,0,0,0,0,0,0,584,201,False,300,False,
585,335,Statue Base for an Unknown Individual,Base,Dedication,,250.5,99,0.0135,True,Greek,1 της ἐκ πολυο μυστ ιπόλων δαΐδ ων σ του ἱερόν ἐστ ιν φου μεγάροις vacat 5 α ις ἄλλον ἰδέ σθαι δὲ σέλας vacat ε πολείτα ς πα τρίδα vac π ρὸς 10 vac , της πολυο μυστ ιπόλων δαΐδ ων σ του ἱερόν ἐστ ιν φου μεγάροις α ις ἄλλον ἰδέ σθαι σέλας ε πολείτα ς πα τρίδα π ρὸς , της ἐκ πολυο ιπόλων δαΐδ σ του ἱερόν ἐστ φου μεγάροις α ις ἄλλον ἰδέ δὲ σέλας ε πολείτα τρίδα π ρὸς ,113,78,36,24,0,0,0,0,0,0,0,585,201,False,300,False,
586,336,Epigram,Column/Herm,Verse,,250.5,99,0.0160,,Greek,frg a ΗΝ θηήσα σθε ς μεδέο ντα ν ἴκελόν τε θεο ῖσιν 5 δαί μονι π έμψαν Ἰάλκ χωι ον ὅς ποτ ἄνακτος τ ο vacat εσσιν vacat frg b ἀρι π ρεπε vacat, ΗΝ θηήσα σθε ς μεδέο ντα ν ἴκελόν θεο ῖσιν δαί μονι π έμψαν Ἰάλκ χωι ον ποτ ἄνακτος τ ο εσσιν ἀρι π ρεπε , ΗΝ θηήσα ς μεδέο ν ἴκελόν τε θεο μονι π έμψαν Ἰάλκ χωι ον ὅς ποτ ἄνακτος το εσσιν π ρεπε ,108,68,35,23,0,0,0,0,0,0,0,586,201,False,300,False,
587,337,"Statue Base for T. Fl. Ateiemtos Son of T. Fl. Agathon of Peiraieus, Hearth-Initiate",Column/Herm,Dedication,,250.5,99,0.0300,,Greek,1 κατὰ τὸ ἐπερώτη μα τῶν σεμνοτά των Ἀρεοπαγειτῶν Τίτ ον Φλ άουιον Ἀτείμητον 5 Πειραιέα τὸν γενό μενον ἀφ ἑστίας Τίτ ου Φλ αουίου Ἀγάθωνος Πειρα ι έως υἱὸν ἡ μήτηρ Παπία Ὀνησίμη Παπ ί 10 ου Ὀνησίμου Βησαιέω ς θυγάτηρ τὸν υἱὸν τοῖν Θεοῖν , ἐπερώτη μα σεμνοτά των Ἀρεοπαγειτῶν Τίτ ον Φλ άουιον Ἀτείμητον Πειραιέα γενό μενον ἀφ ἑστίας Τίτ ου Φλ αουίου Ἀγάθωνος Πειρα ι έως υἱὸν μήτηρ Παπία Ὀνησίμη Παπ ί ου Ὀνησίμου Βησαιέω ς θυγάτηρ υἱὸν τοῖν Θεοῖν , κατὰ τὸ ἐπερώτη μα τῶν σεμνοτά των Ἀρεοπαγειτῶν Τίτ Φλ Ἀτείμητον Πειραιέα τὸν γενό μενον ἀφ ἑστίας Τίτ Φλ Ἀγάθωνος Πειρα έως υἱὸν ἡ μήτηρ Παπία Ὀνησίμη Παπ ου Ὀνησίμου Βησαιέω θυγάτηρ τὸν υἱὸν τοῖν Θεοῖν ,191,168,47,38,1,1,5,2,1,5,0,587,201,False,300,False,
588,338,"Statue Base for Sabeiniane Hamillo, Priestess of Athena Polias, Probably Not from the Sanctuary",Other/Fragment,Dedication,,250.5,99,0.0240,True,Greek,1 ἱέρειαν Πολιάδος Ἀθηνᾶς καθ ὑπομνηματισμὸν τῆς ἐξ Ἀρείου πάγου βουλῆς καὶ ἐπερώτημα τῆς βουλῆς 5 τῶν Φ καὶ τοῦ δήμου τὸ γέ νος τὸ Πραξιεργιδῶν Σαβει νιανὴν Ἁμιλλὼν εὐσε ⁵⁶ βείας τῆς περὶ τὴν Θεὸν ἕνεκεν , ἱέρειαν Πολιάδος Ἀθηνᾶς καθ ὑπομνηματισμὸν Ἀρείου πάγου βουλῆς ἐπερώτημα βουλῆς Φ δήμου γέ νος Πραξιεργιδῶν Σαβει νιανὴν Ἁμιλλὼν εὐσε βείας Θεὸν ἕνεκεν , ἱέρειαν Πολιάδος Ἀθηνᾶς καθ ὑπομνηματισμὸν τῆς ἐξ Ἀρείου πάγου βουλῆς καὶ ἐπερώτημα τῆς βουλῆς τῶν Φ καὶ τοῦ δήμου τὸ γέ νος τὸ Πραξιεργιδῶν Σαβει νιανὴν Ἁμιλλὼν εὐσε βείας τῆς περὶ τὴν Θεὸν ἕνεκεν ,168,164,38,36,4,1,1,4,1,1,0,588,201,False,300,False,
589,339,Base Dedicated by Philoi,Base,Other/Uncertain,Outer Courtyard,250.5,99,0.0155,True,Greek,1 φίλοι Θ ο ῖνος Ἀρίστων Ἀ ν δρέ α ς , φίλοι Θ ο ῖνος Ἀρίστων Ἀ ν δρέ α ς , φίλοι Θ ο ῖνος Ἀρίστων Ἀ ν α ς ,26,22,12,11,1,0,3,1,0,3,0,589,201,False,300,False,
590,340,Statue Base for an Unknown Daughter of an Unknown Pythokhrestos Exegete,Base,Dedication,,250.5,99,0.0200,True,Greek, ⁷ ου vac σω φρ οσύνη ν είκην Λολ 5 λ ο υ ἔκγονο ν πυθοχρήστο υ ἐξηγητοῦ θυγατέ ρα Ἑρενν ίο υ γυναῖκα μ ητέρα vac vacat, ου σω φρ οσύνη ν είκην Λολ λ ο υ ἔκγονο ν πυθοχρήστο υ ἐξηγητοῦ θυγατέ ρα Ἑρενν ίο υ γυναῖκα μ ητέρα , ου φρ οσύνη είκην Λολ υ ἔκγονο πυθοχρήστο ρα Ἑρενν ίο γυναῖκα ητέρα ,91,55,29,15,0,1,2,0,1,2,0,590,201,False,300,False,
591,341,Statue Base for an Unknown Hearth-Initiate,Base,Dedication,,250.5,99,,,Greek, Κ υ κλοβόλου Ἁγ νουσίου θυγ α τ έρα ἀ φ ἑστίας μυηθεῖσαν , Κ υ κλοβόλου Ἁγ νουσίου θυγ α τ έρα ἀ φ ἑστίας μυηθεῖσαν , Κ υ κλοβόλου νουσίου θυγ α τ φ ἑστίας ,44,29,15,11,0,1,1,0,1,1,0,591,201,False,300,True,
592,342,Statue Base for an Unknown Individual,Base,Dedication,,250.5,99,0.0210,,Greek,vacat ἡ βουλὴ ἡ ἐ ξ Ἀρείο υ πάγου Ἁ λιέως Δ ν Μεμ Θε τῆς π όλεως , βουλὴ ἐ ξ Ἀρείο υ πάγου Ἁ λιέως Δ ν Μεμ Θε π όλεως , ξ Ἀρείο Ἁ λιέως Δ ν Μεμ Θε τῆς π ,47,23,19,12,0,0,1,0,0,1,0,592,201,False,300,False,
593,343,Statue Base for an Unknown Pompeia A[-],Base,Dedication,,250.5,99,0.0230,,Greek,1 Πομ π η ίαν Ἀ Πομπηίου Διονυσίου θ υ γατ έρα , Πομ π η ίαν Ἀ Πομπηίου Διονυσίου θ υ γατ έρα , Πομ η ίαν Ἀ Διονυσίου υ γατ,35,21,13,8,0,0,1,0,1,1,0,593,201,False,300,False,
594,344,Statue Base for an Unknown Priestess of Demeter and Kore,Base,Dedication,,250.5,99,0.0400,,Greek,frg a 1 Δήμητ ρος ἱ έρει αν frg b 2 ἕνε κ α vacat, Δήμητ ρος ἱ έρει αν ἕνε κ α , ρος έρει ἕνε κ α ,35,12,15,7,0,0,0,0,0,0,0,594,201,False,300,False,
595,345,Statue Base(?) Celebrating a Victory,Base,Dedication,,250.5,99,0.0170,,Greek, ἀ λ κη γε γ αῶτ α εν π νι κήσ ας 5 ⁷Τ , ἀ λ κη γ αῶτ α εν π νι κήσ ας Τ , λ κη γ αῶτ εν π κήσ Τ ,24,14,16,10,0,0,0,0,0,0,0,595,201,False,300,False,
596,346,Statue Base for an Unknown Individual,Base,Dedication,,250.5,99,0.0265,True,Greek, γυμνασιαρ χήσα ντα κ η ρυκ εύ σαντα τῆς ἐξ Ἀρείου πάγ ου βουλῆς , γυμνασιαρ χήσα ντα κ η ρυκ εύ σαντα Ἀρείου πάγ ου βουλῆς , χήσα η ρυκ πάγ ,50,11,16,6,1,2,0,0,0,0,0,596,201,False,300,False,
597,347,Statue Base(?) for and Unknown Emperor,Base,Dedication,,250.5,99,,,Greek,1 αὐτο κρ άτωρ ²vel alio casu ², αὐτοκρ άτωρ , αὐτοκρ ,24,6,8,3,0,1,1,0,1,0,1,597,201,False,300,True,
598,348,Dedicatory Base for an Unknown Individual,Base,Dedication,,250.5,99,0.0275,True,Greek,frg a ο πολ λ κτ frg b 4 ⁷ ⁷ 5 ς δῖοι ἀρχὰς Α Ρ Α frg c 8 σ αι κύδιστ α 10 πλεῖ τω ΑΤΑΔΕΚΕ ἴων πα , ο πολ λ κτ ς δῖοι ἀρχὰς Α Ρ Α σ αι κύδιστ α πλεῖ τω ΑΤΑΔΕΚΕ ἴων πα , ο πολ κτ ς δῖοι ἀρχὰς Α Ρ Α σ αι κύδιστ α πλεῖ τω ΑΤΑΔΕΚΕ ἴων πα ,67,47,32,20,0,0,0,0,0,0,0,598,201,False,300,True,
599,349,Statue Base for P. Ael. [-],Base,Dedication,,250.5,99,0.0265,True,Greek,1 ὁ κρ άτιστος Πό πλιος Α ἴλιος ο , κρ άτιστος Πό πλιος Α ἴλιος ο , ὁ κρ Πό Α ο,25,7,10,6,0,1,1,0,1,1,0,599,201,False,300,False,
600,350,Base Dedicated by Unknown Party,Base,Dedication,,250.5,99,0.0140,,Greek, γονοι c 10 κατ ὄναρ τοῦ π ⁷ ⁷ ⁷ 89 τοῦ Ἀπολλωνίου Σφ η τ τ ί ου vacat, γονοι κατ ὄναρ π Ἀπολλωνίου Σφ η τ τ ί ου , γονοι ὄναρ τοῦ π τοῦ Ἀπολλωνίου Σφτ τ ί ,50,31,21,11,0,0,1,0,0,1,0,600,201,False,300,False,
601,351,Statue Base for Unknown Official,Base,Dedication,,250.5,99,0.0300,,Greek,frg a καὶ ὁ δῆ μος v ον vv ἡ γεμό να ότατα 5 ας ἐπὶ εὐν ọίᾳ τῇ σην ἐν Ἐ λευσῖνι οχρονω frg b 9 56 ΝΚΟ 45 Λ 10 45 σαντα ἐπισημ κ αὶ ἐνδοξότατα αὐ δικαιοσύνῃ κ αὶ πρὸς τοὺ ς δ ε ξ ι τ ερ , δῆ μος ον ἡ γεμό να ότατα ας εὐν ίᾳ σην Ἐ λευσῖνι οχρονω ΝΚΟ Λ σαντα ἐπισημ κ αὶ ἐνδοξότατα αὐ δικαιοσύνῃ κ αὶ τοὺ ς δ ε ξ ι τ ερ , μος ον ἡ γεμό ότατα ας ἐπὶ ίᾳ τῇ σην ἐν Ἐ οχρονω ΝΚΟ Λ σαντα ἐπισημ αὶ ἐνδοξότατα αὐ δικαιοσύνῃ κ πρὸς τοὺ ε ξτ ,134,86,52,28,1,0,0,1,0,0,0,601,201,False,300,False,
602,352,Statue Base(?) for an Unknown Individual,Base,Dedication,,250.5,99,0.0260,,Greek, ο υ Λυσι άδου ΥΔΑ , ο υ Λυσι άδου ΥΔΑ , ο υ άδου ΥΔΑ ,13,9,7,6,0,0,1,0,1,1,0,602,201,False,300,False,
603,353,Statue Base(?) for an Unknown Individual,Base,Dedication,,250.5,99,0.0300,,Greek, Ἀ ντιοχ ο , Ἀ ντιοχ ο , Ἀ ντιοχ ,7,6,5,4,0,0,0,0,0,0,0,603,201,False,300,True,
604,354,Statue Base for an Unknown Individual,Base,Dedication,,250.5,99,,,Greek,1 ἡ ἐξ Ἀρείου π ά γου βουλὴ καὶ ἡ βουλὴ τῶν καὶ ὁ δῆμ ος , Ἀρείου π ά γου βουλὴ βουλὴ δῆμ ος , ἐξ Ἀρείου π ά ὁ δῆμ ,41,14,17,8,3,0,0,3,0,0,0,604,201,False,300,True,
605,355,Statue Base for an Unknown Individual,Base,Dedication,,250.5,99,0.0360,,Greek, π ό λιν εἰς τὸν δ ῆμο ν vacat, π ό λιν δ ῆμο ν , ό λιν δ ῆμο ,21,8,10,6,1,0,0,0,0,0,0,605,201,False,300,True,
606,356,Statue Base for an Unknown Individual,Base,Dedication,,250.5,99,0.0300,,Greek, Λ ἐπὶ ἱερ ε ίας vacat, Λ ἱερ ε ίας , Λ ε ίας ,16,5,7,5,0,1,0,0,0,0,0,606,201,False,300,True,
607,357,Statue Base for an Unknown Individual,Base,Dedication,,250.5,99,0.0245,True,Greek, ἀγα θῇ τ ύ ⁸⁰ ⁸⁰χῃ vv ΜΙ Ι , ἀγα θῇ τ ύ χῃ ΜΙ Ι , θῇ τ χῃ ΜΙ Ι ,18,8,11,7,0,0,0,0,0,0,0,607,201,False,300,True,
608,358,Statue Base(?) for an Unknown Individual,Base,Dedication,,250.5,99,0.0185,True,Greek,1 vac Ἀγαθ ῆι Τύχηι vac , Ἀγαθ ῆι Τύχηι , Ἀγαθ ,18,4,7,3,0,0,0,0,0,0,0,608,201,False,300,True,
609,359,Statue Base for an Unknown Individual,Base,Dedication,,250.5,99,0.0400,,Greek,1 vacat Ἀγαθῆι Τ ύχη ι vacat , Ἀγαθῆι Τ ύχη ι , ύχη ,22,3,8,3,0,0,0,0,0,0,0,609,201,False,300,True,
610,360,Statue Base(?) for an Unknown Individual,Building or Monument,Dedication,,250.5,99,0.0330,True,Greek, Ἀγαθῆι Τ ύχη ι τα , Ἀγαθῆι Τ ύχη ι τα , Τ ύχη τα ,13,6,7,5,0,0,0,0,0,0,0,610,201,False,300,True,
611,361,Statue Base for an Unknown Individual,Other/Fragment,Dedication,,250.5,99,0.0330,,Greek,1 vacat Ἀγαθῇ Τ ύχῃ vacat , Ἀγαθῇ Τ ύχῃ , ύχῃ ,20,3,7,3,0,0,0,0,0,0,0,611,201,False,300,True,
612,362,Statue Base for an Unknown Individual,Other/Fragment,Dedication,,250.5,99,0.0570,,Greek,1 ἡ πόλις, πόλις, ἡ πόλις,7,6,3,3,0,0,0,0,0,0,0,612,201,False,300,False,
613,363,Statue Base(?) for an Unknown Individual,Building or Monument,Dedication,,250.5,99,0.0190,True,Greek, λΛ ⁷ λαβ οκλα vacat, λΛ λαβ οκλα , λΛ λαβ οκλα ,15,9,6,5,0,0,0,0,0,0,0,613,201,False,300,False,
614,364,Statue Base(?) for an Unknown Individual,Other/Fragment,Dedication,,250.5,99,0.0310,,Greek, Ι Ι ἑαυ τ Α ἰλ Ν 5 Υ vacat, Ι Ι ἑαυ τ Α ἰλ Ν Υ , Ι Ι ἑαυ Α ἰλ Ν Υ ,17,10,11,9,0,0,0,0,0,0,0,614,201,False,300,False,
615,365,Statue Base(?) for an Unknown Individual,Building or Monument,Dedication,,250.5,99,0.0200,,Greek, ỊΣ ΥΣ Εὐμο λπιδ vacat, Σ ΥΣ Εὐμο λπιδ , Σ ΥΣ Εὐμο ,17,7,6,5,1,0,0,0,0,0,0,615,201,False,300,False,
616,366,Statue Base(?) for an Unknown Individual,Base,Dedication,,250.5,99,0.0900,,Greek, ν ου τ ηρ , ν ου τ ηρ , ν ου ηρ ,6,5,6,5,0,0,0,0,0,0,0,616,201,False,300,True,
617,367,Statue Base for an Unknown Individual,Base,Dedication,,250.5,99,0.0400,,Greek, ΙΑ ΣΥΛΛ ΛΑΗΙ , ΙΑ ΣΥΛΛ ΛΑΗΙ , ΙΑ ΣΥΛΛ ΛΑΗΙ ,10,10,5,5,0,0,0,0,0,0,0,617,201,False,300,False,
618,368,Decree(?),Base,Dedication,,250.5,99,0.1450,True,Greek,frg a Ο Σ ΩΝΙ ΝΤΩΙ ΟΣΑΝ 5 Ο ΑΤ ΙΑΓ ỊΣΕ Μ frg b ΝΟ ΝΤΙΩ ΕΟΓ Α ΝΕ 5 ΟΥΚ ο χρον ΝΤΙ ΗΣΤ Ι , Ο Σ ΩΝΙ ΝΤΩΙ ΟΣΑΝ Ο ΑΤ ΙΑΓ ΣΕ Μ ΝΟ ΝΤΙΩ ΕΟΓ Α ΝΕ ΟΥΚ ο χρον ΝΤΙ ΗΣΤ Ι , Ο Σ ΩΝΙ ΝΤΩΙ ΟΣΑΝ Ο ΑΤ ΙΑΓ ΣΕ Μ ΝΟ ΝΤΙΩ ΕΟΓ Α ΝΕ ΟΥΚ ο χρον ΝΤΙ ΗΣΤ Ι ,60,49,28,23,0,0,0,0,0,0,0,618,201,False,300,False,
619,369,Dedication of a Bath,Base,Dedication,,250.5,99,0.0700,,Greek,frg ca θυγά τηρ καὶ ⁷ σιω ⁷ ⁷ ⁷Λ Σ καὶ τὸ πρὸς α ὐτῷ βαλανεῖον ἀ νέθηκαν ἐπὶ ἱερείας Πολιά δ ος Ἀθηνᾶς Ε frg b ἀναλ ώμα σιν οἰκείοις ιμοτ frg d 3 ουσι vac frg e 3 ευσα vac frg f 2 Καίσαρ ι vac Τ frg g 3 Ι Ι Ω ⁷ ⁷ vacat ΕΓ , θυγά τηρ σιω Λ Σ α ὐτῷ βαλανεῖον ἀ νέθηκαν ἱερείας Πολιά δ ος Ἀθηνᾶς Ε ἀναλ ώμα σιν οἰκείοις ιμοτ ουσι ευσα Καίσαρ ι Τ Ι Ι Ω ΕΓ , τηρ καὶ σιω Λ Σ ὐτῷ βαλανεῖον ἀ δ ος Ἀθηνᾶς Ε ώμα ιμοτ ουσι ευσα Καίσαρ Τ Ι Ι Ω ΕΓ ,162,61,61,24,0,1,0,0,0,0,0,619,201,False,300,False,
620,370,Statue Base(?) for an Unknown Individual,Base,Other/Uncertain,,250.5,99,0.0560,,Greek,1 ἡ π όλις κα ὶ Ῥ ωμαίων τουΙ Ι ⁷ καὶ Ι , π όλις κα ὶ Ῥ ωμαίων τουΙ Ι Ι , π όλις κα ωμαίων τουΙ Ι καὶ Ι ,27,22,14,10,3,0,0,3,0,0,0,620,201,False,300,True,
621,371,"P. Ael. Herennia, Daughter of P. Ael. Apollonios, Hearth Initiate",Base,Dedication,,200.0,50,0.0160,,Greek,upper molding 1 ἀγαθῆι v τύχηι shaft 2 τοῖν Θεοῖν τὴν ἀφ ἑστίας μύστιν Ποπλίαν Αἰλίαν Ἑρεννίαν v Πο πλίου Αἰλίου Ἀπολ 5 λωνίου θυγατέρα v ἄρξαντος τὴν ἐπώνυμον ἀρχὴν καὶ ἄρξαντος τὴν τοῦ βασιλέως ἀρχὴν v καὶ στρατηγήσαντος ἐπὶ τοὺς ὁπλείτας καὶ ἐπιμελησαμένου 10 τῆς γυμνασιαρχίας καὶ κηρυ κεύσαντος τῆς ἐξ Ἀρείου πά γου βουλῆς v ἡ μήτηρ Ποπλία Αἰλία Ἑρεννία τὴν ἀπὸ Κόνωνος καὶ Καλλιμάχου παρὰ τὸν πρό 15 θειον Πό πλιον Αἴλ ιον Διονύσιον τὸν δᾳ δουχήσαντα , ἀγαθῆι τύχηι τοῖν Θεοῖν ἀφ ἑστίας μύστιν Ποπλίαν Αἰλίαν Ἑρεννίαν Πο πλίου Αἰλίου Ἀπολ λωνίου θυγατέρα ἄρξαντος ἐπώνυμον ἀρχὴν ἄρξαντος βασιλέως ἀρχὴν στρατηγήσαντος ὁπλείτας ἐπιμελησαμένου γυμνασιαρχίας κηρυ κεύσαντος Ἀρείου πά γου βουλῆς μήτηρ Ποπλία Αἰλία Ἑρεννία Κόνωνος Καλλιμάχου πρό θειον Πό πλιον Αἴλ ιον Διονύσιον δᾳ δουχήσαντα , ἀγαθῆι τύχηι τοῖν Θεοῖν τὴν ἀφ ἑστίας μύστιν Ποπλίαν Αἰλίαν Ἑρεννίαν Πο Αἰλίου Ἀπολ λωνίου θυγατέρα ἄρξαντος τὴν ἐπώνυμον ἀρχὴν καὶ ἄρξαντος τὴν τοῦ βασιλέως ἀρχὴν καὶ στρατηγήσαντος ἐπὶ τοὺς ὁπλείτας καὶ ἐπιμελησαμένου τῆς γυμνασιαρχίας καὶ κηρυ κεύσαντος τῆς ἐξ Ἀρείου πά γου βουλῆς ἡ μήτηρ Ποπλία Αἰλία Ἑρεννία τὴν ἀπὸ Κόνωνος καὶ Καλλιμάχου παρὰ τὸν πρό θειον Πό Αἴλ Διονύσιον τὸν δᾳ δουχήσαντα ,377,335,81,66,2,8,6,2,1,6,0,621,175,False,225,False,
622,372,"Statue Base for an Unknown Grandson of T. Kl. Sospis, Daduch",Base,Dedication,Upper Terrace,200.0,10,0.0200,,Greek,1 c 27 ἄρξαντος τὴν ἐπώ νυμον ἀρχήν υἱόν Τιβ ερίου Κλ αυδίου Σώσπιδος δᾳ δούχου υἱωνόν Τιβ ερίου Κλ αυδίου Λυσιάδου δᾳδ ούχου ἔκγονον 5 Τιβ ερίου Κλ αυδίου Λεωνίδου δ ᾳ δούχου ἀπόγονον συνκλητικῶν ἀνε ψιόν 8 τὸ ἐννεακαιδέκατο ν 12 διὰ βίου διπλῷ τῷ π 13 λογιστὴν κατὰ πε ρίοδον 8 10 Ἐπιδαυρίοις Χαιρω νεῦσι 8 Κορωνεῦσι Θηβαί οις 10 τῆς τε ἄλλης ἀρετῆς καὶ εὐσεβείας vacat ἕ νεκα , ἄρξαντος ἐπώ νυμον ἀρχήν υἱόν Τιβ ερίου Κλ αυδίου Σώσπιδος δᾳ δούχου υἱωνόν Τιβ ερίου Κλ αυδίου Λυσιάδου δᾳδ ούχου ἔκγονον Τιβ ερίου Κλ αυδίου Λεωνίδου δᾳδούχου ἀπόγονον συνκλητικῶν ἀνε ψιόν ἐννεακαιδέκατο ν βίου διπλῷ π λογιστὴν πε ρίοδον Ἐπιδαυρίοις Χαιρω νεῦσι Κορωνεῦσι Θηβαί οις ἄλλης ἀρετῆς εὐσεβείας ἕ νεκα , ἄρξαντος τὴν ἐπώ Τιβ Κλ Σώσπιδος δᾳ Τιβ Κλ Λυσιάδου δᾳδ Τιβ Κλ Λεωνίδου δδούχου συνκλητικῶν ἀνε ἐννεακαιδέκατο διὰ βίου διπλῷ τῷ π λογιστὴν κατὰ πε Ἐπιδαυρίοις Χαιρω Κορωνεῦσι Θηβαί τῆς τε ἄλλης ἀρετῆς ἕ ,307,169,73,37,0,4,4,0,1,4,0,622,195,False,205,False,
623,373,"Statue Base for a Sekoundos, Eumolpid",Base,Dedication,,200.0,10,,,Greek,1 κατὰ τὰ δόξαντα τῇ ἐξ Ἀρεί ου πάγου βουλῇ Σεκοῦνδον Ἀτ τικὸς Εὐδό ξ ου Σφήττ ιος 5 τὸν Εὐμολπίδην , δόξαντα Ἀρεί ου πάγου βουλῇ Σεκοῦνδον Ἀτ τικὸς Εὐδό ξ ου Σφήττ ιος Εὐμολπίδην , κατὰ τὰ δόξαντα τῇ ου πάγου βουλῇ Σεκοῦνδον Ἀτ Εὐδόου Σφήττ τὸν Εὐμολπίδην ,79,62,22,15,2,1,2,1,1,1,1,623,195,False,205,False,
