Institution: Title,Institution: Origin,Institution: Type,Office: Title,Office: Origin,Office: Type,Officer: Description,Officer: Origin,Officer: Gender,Officer: Name(s),Officer: Deme,Officer: Athenian Citizen,Officer: Roman Citizen,Officer: Family,Officer: Extended Family,Inscription: IE,Inscription: Title,Inscription: Object Type,Inscription: Type,Inscription: Suspected Ancient Location,Inscription: Date (Avg.),Inscription: Date Span,Inscription: Letter Height (m),Institution: Total Appearances,Institution: Total Offices,Institution: Total Office Appearances,Institution: Total Officers,Institution: Total Officer Appearances,Institution: Total People Co-Appearances,Institution: Total Institutional Co-Appearances,Institution: Total Honors Co-Appearances,Institution: Total People Co-Appearances with Officers,Institution: Total Institutional Co-Appearances with Officers,Office: Total Appearances,Office: Total People Honored,Office: Total Times People Honored,Office: Total Athenians Honored,Office: Total Athenians with Roman Citizenship Honored,Office: Total Romans Honored,Office: Total Times Athenians Honored,Office: Total Times Athenians with Roman Citizenship Honored,Office: Total Times Romans Honored,Office: Total Times Sponsored Honored,Office: Total Times Honorand Honored,Officer: Total Appearances,Officer: Total Sponsors,Officer: Total Officers,Officer: Total Institutional Affililiations,Officer: Total Honors,Officer: Total Athenian Honors,Officer: Total Roman Honors,Officer: Total Eleusinian Honors,Officer: RCA,Officer: PA,Officer: PAA,Officer: LGPN,Officer: Uncertain,Inscription: Character Count,Inscription: Diplomatic Character Count,Inscription: Word Count,Inscription: Diplomatic Word Count,Inscription: Total Institutions,Inscription: Total Honors,Inscription: Total People,Inscription: Total Sponsors,Inscription: Total Honorands,Inscription: Total Athenians,Inscription: Total Romans,Institution: ID,Office: ID,Officer: ID,Inscription: ID,Institution: Notes,Office: Notes,Officer: Notes,Inscription: Notes
Demos,Athens,Public,Hoplite General,Athens,Magistracy,Iul. Theodotos,Athens,Male,Iulius Theodotus,Melite,True,True,Theodotid,Claudii of Melite,492,"Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex",Altar,Dedication,Before the Telestrion,170.0,10,0.0290,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,2,0,,3,4,2,0,0,50,,,,False,255,244,51,47,4,6,5,3,1,5,0,1002,3023,2327,492,,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,2,3,,7,9,6,1,2,,,,,False,512,438,101,84,4,6,5,3,1,1,4,1002,3023,2339,503,,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,493,"Statue Base for Ael. Kephisodora, Daughter of Daduch Kl. Lysiades",Building or Monument,Dedication,,170.0,10,0.0250,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,2,3,,7,9,6,1,2,,,,,False,371,176,113,56,1,5,5,3,1,5,0,1002,3023,2339,493,,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,Aiolion Phlyeos,Athens,Male,Aiolion,Phyle,True,True,,,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,0,,2,1,1,0,0,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1002,3023,2349,514,,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,Ail. Ardys,Athens,Male,Aelius Ardys,,True,True,,Aelii of Phaleron,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,0,,5,6,3,1,0,7,,,,False,880,812,170,146,2,10,11,1,1,11,0,1002,3023,2397,523,,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,Ail. Kallikrates,Athens,Male,Aelius Kallikrates,,True,True,,Aelii of Phaleron,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,0,,4,4,4,0,0,8,,,,False,880,812,170,146,2,10,11,1,1,11,0,1002,3023,2398,523,,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,P. Pom. Hegios,Athens,Male,Publius Pompeius Hegios,,True,True,,Aelii of Phaleron,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,0,,3,5,4,0,0,6,,,,False,880,812,170,146,2,10,11,1,1,11,0,1002,3023,2401,523,,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,P. Ail Apollonios,Athens,Male,Publius Aelius Apollonios,,True,True,,TBD,621,"P. Ael. Herennia, Daughter of P. Ael. Apollonios, Hearth Initiate",Base,Dedication,,200.0,50,0.0160,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,0,,5,5,5,0,0,,,,,False,377,335,81,66,2,8,6,2,1,6,0,1002,3023,2453,621,,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,Iul. Mousonios,Athens,Male,Iulius Mousonios,,True,True,,,633,"Statue Base for Rouphenia, Mother of Iul. the Hierokeryx",Base,Dedication,,217.5,15,0.0235,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,0,,3,5,2,0,0,,,,,False,191,152,51,35,1,6,3,1,1,2,1,1002,3023,2479,633,,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,Casianus Hierokeryx,Athens,Male,Casianus Casianus Hierokeryx,,True,True,,,645,"Statue Base for Kassianos, Hierokeryx",Base,Dedication,Before the Telestrion,236.0,10,0.0350,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,3,,4,5,3,1,1,,,,,False,119,115,21,19,3,6,1,3,1,1,0,1002,3023,2503,645,,,,
Demos,Athens,Public,Tamias,Athens,Magistracy,[?] Tamias,Athens,Male,,,True,False,,,274,Dedication in Honor of a Tamias,Base,Dedication,,-61.5,1,0.0095,88,5,21,20,24,190,204,144,157,50,1,1,1,1,0,0,1,0,0,1,1,1,1,,1,1,1,0,0,,,,,False,48,26,21,12,1,1,1,1,1,1,0,1002,3014,2022,274,,,,
Demos,Athens,Public,Herald of the Boule and Demos,Athens,Magistracy,Kallikratides Syndromou,Athens,Male,Kallikratides Syndromou,,True,False,Oinophilids,,297,Statue Base for Augustus Caesar as Zeus Boulaios,Base,Dedication,,-22.0,10,0.0400,88,5,21,20,24,190,204,144,157,50,1,2,2,2,1,0,2,1,0,0,0,2,3,,5,4,3,1,0,,,,,False,111,36,35,18,0,3,2,1,1,1,1,1002,3057,2050,297,,,"Adopted Oinophilos of Trikorynthos, eventually leading to Tiberius Claudius Oinophilos (Hierophant)",
Demos,Athens,Public,Herald of the Boule and Demos,Athens,Magistracy,Kallikratides Syndromou,Athens,Male,Kallikratides Syndromou,,True,False,Oinophilids,,295,"Statue Base for Kallikratides Syndromou Trikorysios, Hoplite General",Base,Dedication,South Wall,-32.5,5,0.0345,88,5,21,20,24,190,204,144,157,50,1,2,2,2,1,0,2,1,0,0,0,2,3,,5,4,3,1,0,,,,,False,198,149,50,36,3,1,1,3,1,1,0,1002,3057,2050,295,,,"Adopted Oinophilos of Trikorynthos, eventually leading to Tiberius Claudius Oinophilos (Hierophant)",
Dionysiac Technitai,Athens,Private,Epimelite of Dionysiac Technitai,Athens,Magistracy,Philemon,Athens,Male,Philemon,,True,False,,,271,Honorary Decree of the Synod of Dionysiac Artists in Honor of their Epimelete Philemon,Base,Decree,,-73.0,6,0.0070,1,2,2,2,8,1,4,5,13,8,1,2,3,2,1,0,3,2,0,1,1,1,1,,2,5,5,0,0,,,,,False,2289,2083,519,438,4,5,1,1,1,1,0,1004,3007,2012,271,,,,
Dionysiac Technitai,Athens,Private,Epimelite of Dionysiac Technitai,Athens,Magistracy,Ti. Kl. Herodes Attikos Kl. Attikou,Athens,Male,Tiberius Claudius Atticus Herodes Attikou,Marathon,True,True,,Herodian,486,"Statue Base for the Savior Gods/Godesses of Brotherly Emperors, Dedicated by the Polis during the Epimelitea of Herodes",Base,Dedication,,171.0,10,0.0920,1,2,2,2,8,1,4,5,13,8,1,2,3,2,1,0,3,2,0,1,1,7,2,,2,6,3,3,0,,,,,False,0,0,1,1,3,2,3,3,2,1,2,1004,3007,2226,695,,,,
Dionysiac Technitai,Athens,Private,Epimelite of Dionysiac Technitai,Athens,Magistracy,Ti. Kl. Herodes Attikos Kl. Attikou,Athens,Male,Tiberius Claudius Atticus Herodes Attikou,Marathon,True,True,,Herodian,498,"Statue Base for Asklepios, Dedicated by Herodes",Building or Monument,Dedication,,175.0,0,0.0270,1,2,2,2,8,1,4,5,13,8,1,2,3,2,1,0,3,2,0,1,1,7,2,,2,6,3,3,0,,,,,False,67,58,18,14,0,0,1,0,0,1,0,1004,3007,2226,498,,,,
Dionysiac Technitai,Athens,Private,Epimelite of Dionysiac Technitai,Athens,Magistracy,Ti. Kl. Herodes Attikos Kl. Attikou,Athens,Male,Tiberius Claudius Atticus Herodes Attikou,Marathon,True,True,,Herodian,484,"Dedicatory Verse in Honor of Herodes Attikos, Not from the Sanctuary",Base,Verse,,162.0,0,0.0200,1,2,2,2,8,1,4,5,13,8,1,2,3,2,1,0,3,2,0,1,1,7,2,,2,6,3,3,0,,,,,False,152,140,53,45,0,0,2,0,1,1,1,1004,3007,2226,484,,,,
Dionysiac Technitai,Athens,Private,Epimelite of Dionysiac Technitai,Athens,Magistracy,Ti. Kl. Herodes Attikos Kl. Attikou,Athens,Male,Tiberius Claudius Atticus Herodes Attikou,Marathon,True,True,,Herodian,477,"Statue Base for Ti. Kl. Appios Ateilios Bradoua, Son of Kl. Herodes, Hearth-Initiate",Base,Dedication,,162.5,5,0.0120,1,2,2,2,8,1,4,5,13,8,1,2,3,2,1,0,3,2,0,1,1,7,2,,2,6,3,3,0,,,,,False,147,48,37,15,0,4,4,0,1,2,2,1004,3007,2226,477,,,,
Dionysiac Technitai,Athens,Private,Epimelite of Dionysiac Technitai,Athens,Magistracy,Ti. Kl. Herodes Attikos Kl. Attikou,Athens,Male,Tiberius Claudius Atticus Herodes Attikou,Marathon,True,True,,Herodian,476,"Statue Base for Regilla, Wife of Herodes Attikos",Base,Dedication,Before the Telestrion,160.0,10,0.0280,1,2,2,2,8,1,4,5,13,8,1,2,3,2,1,0,3,2,0,1,1,7,2,,2,6,3,3,0,,,,,False,131,129,26,25,0,3,3,1,1,1,2,1004,3007,2226,476,,,,
Dionysiac Technitai,Athens,Private,Epimelite of Dionysiac Technitai,Athens,Magistracy,Ti. Kl. Herodes Attikos Kl. Attikou,Athens,Male,Tiberius Claudius Atticus Herodes Attikou,Marathon,True,True,,Herodian,475,"Statue Base for Elpinike, Daughter of Herodes Attikos, Hearth-Initiate",Base,Dedication,,155.0,10,0.0245,1,2,2,2,8,1,4,5,13,8,1,2,3,2,1,0,3,2,0,1,1,7,2,,2,6,3,3,0,,,,,False,88,14,22,7,0,0,3,0,1,2,1,1004,3007,2226,475,,,,
Dionysiac Technitai,Athens,Private,Epimelite of Dionysiac Technitai,Athens,Magistracy,Ti. Kl. Herodes Attikos Kl. Attikou,Athens,Male,Tiberius Claudius Atticus Herodes Attikou,Marathon,True,True,,Herodian,438,"Statue Base for Ti. Kl. Attikos Herodes Kl. Attikou Marathonios, 'Son of Hellas'",Base,Dedication,,115.0,10,0.0150,1,2,2,2,8,1,4,5,13,8,1,2,3,2,1,0,3,2,0,1,1,7,2,,2,6,3,3,0,,,,,False,152,142,34,29,1,1,4,2,2,3,1,1004,3007,2226,438,,,,
Dionysiac Technitai,Athens,Private,Underwriter of Dionysiac Technitai,Athens,Liturgy/Benefaction,Philemon,Athens,Male,Philemon,,True,False,,,271,Honorary Decree of the Synod of Dionysiac Artists in Honor of their Epimelete Philemon,Base,Decree,,-73.0,6,0.0070,1,2,2,2,8,1,4,5,13,8,1,1,1,1,0,0,1,0,0,1,1,1,1,,2,5,5,0,0,,,,,False,2289,2083,519,438,4,5,1,1,1,1,0,1004,3008,2012,271,,,,
Samian Demos,Samos,Public,Ephesian Prytaneis,Ephesus,Magistracy,[?] Relative of Mindios Amynos,Athens,Uncertain,,,True,False,,,463,Statue Base for Menandra of Ephesos,Base,Dedication,,150.0,50,0.0170,1,2,2,2,2,0,2,0,4,4,1,2,2,2,1,0,2,1,0,0,1,1,0,,3,3,0,1,0,,,,,True,675,471,153,90,2,23,4,0,1,4,0,1010,3074,2268,463,,,,
Samian Demos,Samos,Public,Ephesian Prytaneis,Ephesus,Magistracy,G. Kl. Titianos,Athens,Male,Gaius Claudius Titianos Titianos,,True,True,,,463,Statue Base for Menandra of Ephesos,Base,Dedication,,150.0,50,0.0170,1,2,2,2,2,0,2,0,4,4,1,2,2,2,1,0,2,1,0,0,1,1,0,,2,11,0,7,0,,,,,False,675,471,153,90,2,23,4,0,1,4,0,1010,3074,2269,463,,,,
Samian Demos,Samos,Public,Secretary of Ephesian Demos,Ephesus,Magistracy,[?] Relative of Mindios Amynos,Athens,Uncertain,,,True,False,,,463,Statue Base for Menandra of Ephesos,Base,Dedication,,150.0,50,0.0170,1,2,2,2,2,0,2,0,4,4,1,2,2,2,1,0,2,1,0,0,1,1,0,,3,3,0,1,0,,,,,True,675,471,153,90,2,23,4,0,1,4,0,1010,3070,2268,463,,,,
Samian Demos,Samos,Public,Secretary of Ephesian Demos,Ephesus,Magistracy,G. Kl. Titianos,Athens,Male,Gaius Claudius Titianos Titianos,,True,True,,,463,Statue Base for Menandra of Ephesos,Base,Dedication,,150.0,50,0.0170,1,2,2,2,2,0,2,0,4,4,1,2,2,2,1,0,2,1,0,0,1,1,0,,2,11,0,7,0,,,,,False,675,471,153,90,2,23,4,0,1,4,0,1010,3070,2269,463,,,,
Panhellenes,Other,Public,Archon of the Panhellenion,Other/Uncertain,Other Office,Xenion,Athens,Male,Xenion,,True,False,,,491,"Statue Base for Fl. Xenion of Marathon, Archon of the Panhellenes",Altar,Dedication,,170.0,10,0.0140,8,1,3,3,3,48,11,17,39,5,3,3,3,3,2,0,3,2,0,2,1,1,1,,1,2,0,1,0,,,,,False,97,67,36,19,2,2,1,1,1,1,0,1012,3107,2325,491,,,,
Panhellenes,Other,Public,Archon of the Panhellenion,Other/Uncertain,Other Office,Fl. Amphikles,Athens,Male,Flavius Amphikles,,True,True,,,504,Dedicatory Base for the Aparkhe,Base,Dedication,North of the Telesterion,183.0,12,0.0280,8,1,3,3,3,48,11,17,39,5,3,3,3,3,2,0,3,2,0,2,1,1,0,,1,1,0,0,0,,,,,False,74,72,19,18,1,1,1,0,0,1,0,1012,3107,2340,504,,,,
Panhellenes,Other,Public,Archon of the Panhellenion,Other/Uncertain,Other Office,Ail. Leu. Palleneus,Athens,Male,Aelius Palleneus,,True,True,,TBD,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,8,1,3,3,3,48,11,17,39,5,3,3,3,3,2,0,3,2,0,2,1,1,0,,1,2,1,0,0,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1012,3107,2350,514,,,,
Sacred Gerousia,Other,Public,Archon of the Sacred Gerousia,Other/Uncertain,Sacred Official,M. Aur. Prosdektos Pistokrates,Athens,Male,Marcus Aurelius Prosdektos Pistokrates,,True,True,,,624,Statue Base for a M. Aur. Prosdektos Pistokratous Kephalethen,Base,Dedication,Before the Telestrion,200.0,10,0.0210,2,1,1,1,1,7,6,9,1,2,1,1,1,1,1,0,1,1,0,1,1,1,1,,3,4,1,0,2,,,,,False,237,228,42,39,2,3,2,1,1,2,0,1013,3122,2463,624,,,,
Eumolpidai,Eleusis,Genos,Exegete of Eumolpidai,Eleusis,Sacred Official,Medeios Medeiou,Athens,Male,Medeios Medeiou,Peiraieus,True,False,Medeiotes,,275,"Statue Base for Medeios Medeiou Peiraieus, Exegete of the Eumolpidai",Base,Dedication,North of the Telesterion,-60.0,10,0.0200,24,3,35,23,28,45,44,53,94,46,15,9,9,9,3,0,9,3,0,11,13,2,2,,1,1,0,0,1,,10099,,,False,243,233,52,46,3,2,2,2,1,2,0,1015,3015,2019,275,,,,
Eumolpidai,Eleusis,Genos,Exegete of Eumolpidai,Eleusis,Sacred Official,Medeios Medeiou,Athens,Male,Medeios Medeiou,Peiraieus,True,False,Medeiotes,,273,"Statue Base for Timothea, Daughter of Medeios Medeiou Peiraieus",Stele,Dedication,,-70.0,10,0.0200,24,3,35,23,28,45,44,53,94,46,15,9,9,9,3,0,9,3,0,11,13,2,2,,1,1,0,0,1,,10099,,,False,117,115,21,20,0,1,3,2,1,3,0,1015,3015,2019,273,,,,
Eumolpidai,Eleusis,Genos,Exegete of Eumolpidai,Eleusis,Sacred Official,Pammenes Pammenous,Athens,Male,Pammenes Pammenous,,True,False,,,324,"Statue Base for Pammenes Pammenous Marathonios, Exegete of the Eumolpidai",Base,Dedication,Before the Telestrion,13.0,24,0.0300,24,3,35,23,28,45,44,53,94,46,15,9,9,9,3,0,9,3,0,11,13,1,4,,1,1,0,0,1,,,,,False,158,67,53,25,4,1,1,4,1,1,0,1015,3015,2122,324,,,,
Eumolpidai,Eleusis,Genos,Exegete of Eumolpidai,Eleusis,Sacred Official,[?] Exegete of Eumolpidai,Athens,Male,,,False,False,,,359,Statue Base for an Exegete,Base,Dedication,,75.0,50,0.0240,24,3,35,23,28,45,44,53,94,46,15,9,9,9,3,0,9,3,0,11,13,1,0,,1,1,0,0,1,,,,,True,51,12,14,7,1,1,1,0,1,1,0,1015,3015,2161,359,,,,
Eumolpidai,Eleusis,Genos,Exegete of Eumolpidai,Eleusis,Sacred Official,L. Vipsanius Aiolion,Athens,Male,Lucius Vipsanius Aiolion,,True,True,,TBD,456,"Statue Base for Relative of L. Vipsanios Aiolion, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0315,24,3,35,23,28,45,44,53,94,46,15,9,9,9,3,0,9,3,0,11,13,2,3,,5,6,5,0,1,,,,,False,42,14,14,7,1,1,3,0,1,3,0,1015,3015,2250,456,,,,
Eumolpidai,Eleusis,Genos,Exegete of Eumolpidai,Eleusis,Sacred Official,L. Vipsanius Aiolion,Athens,Male,Lucius Vipsanius Aiolion,,True,True,,TBD,455,"Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0260,24,3,35,23,28,45,44,53,94,46,15,9,9,9,3,0,9,3,0,11,13,2,3,,5,6,5,0,1,,,,,False,378,101,124,31,4,6,3,3,3,3,0,1015,3015,2250,455,,,,
Eumolpidai,Eleusis,Genos,Exegete of Eumolpidai,Eleusis,Sacred Official,[?] Relative of L. Vipsanius Aiolion,Athens,Uncertain,Lucius Vipsanius,,True,True,,TBD,456,"Statue Base for Relative of L. Vipsanios Aiolion, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0315,24,3,35,23,28,45,44,53,94,46,15,9,9,9,3,0,9,3,0,11,13,1,0,,1,1,0,0,1,,,,,True,42,14,14,7,1,1,3,0,1,3,0,1015,3015,2252,456,,,,
Eumolpidai,Eleusis,Genos,Exegete of Eumolpidai,Eleusis,Sacred Official,Philipe Kl. Demostratou,Athens,Female,Claudia Philipe Demostratou,Pallene,True,True,Demostratid,Claudii of Melite,463,Statue Base for Menandra of Ephesos,Base,Dedication,,150.0,50,0.0170,24,3,35,23,28,45,44,53,94,46,15,9,9,9,3,0,9,3,0,11,13,1,0,,6,8,7,0,1,95,,,,False,675,471,153,90,2,23,4,0,1,4,0,1015,3015,2270,463,,,"Wife of Ti. Kl. Nikoteles (93), mother of Kl. Demostratos (94)",
Eumolpidai,Eleusis,Genos,Exegete of Eumolpidai,Eleusis,Sacred Official,[?] Exegete of Eumolpidai,Athens,Male,,,True,False,,,531,Statue Base for an Unknown Exegete of the Eumolpidai,Base,Dedication,Before the Telestrion,150.5,99,0.0195,24,3,35,23,28,45,44,53,94,46,15,9,9,9,3,0,9,3,0,11,13,1,0,,1,4,1,2,1,,,,,True,172,117,51,30,1,4,2,0,1,2,0,1015,3015,2420,531,,,,
Eumolpidai,Eleusis,Genos,Exegete of Eumolpidai,Eleusis,Sacred Official,[?] Exegete of Eumolpidai,Athens,Male,,,True,False,,,545,Statue Base for an Unknown Exegete of the Eumolpidai,Base,Dedication,,150.5,99,0.0330,24,3,35,23,28,45,44,53,94,46,15,9,9,9,3,0,9,3,0,11,13,2,0,,1,1,0,0,1,,,,,True,50,15,18,10,1,2,1,0,1,1,0,1015,3015,2428,545,,,,
Eumolpidai,Eleusis,Genos,Exegete of Eumolpidai,Eleusis,Sacred Official,[?] Exegete of Eumolpidai,Athens,Male,,,True,False,,,531,Statue Base for an Unknown Exegete of the Eumolpidai,Base,Dedication,Before the Telestrion,150.5,99,0.0195,24,3,35,23,28,45,44,53,94,46,15,9,9,9,3,0,9,3,0,11,13,2,0,,1,1,0,0,1,,,,,True,172,117,51,30,1,4,2,0,1,2,0,1015,3015,2428,531,,,,
Eumolpidai,Eleusis,Genos,Exegete of Eumolpidai,Eleusis,Sacred Official,[?] Exegete of Eumolpidai?,Athens,Male,,,True,False,,,663,Statue Base for an Unknown Exegete of the Eumolpidai(?),Base,Dedication,,250.0,100,0.0475,24,3,35,23,28,45,44,53,94,46,15,9,9,9,3,0,9,3,0,11,13,1,0,,1,1,0,0,1,,,,,True,36,8,10,4,1,1,1,0,1,1,0,1015,3015,2536,663,,,,
Eumolpidai,Eleusis,Genos,Hierophant,Eleusis,Sacred Official,Phirmus Gargettios,Athens,Male,Firmus Phirmus Gargettios,,True,True,,,465,"Statue Base for Phirmos Gargettios, Hierophant",Base,Dedication,Outer Courtyard,150.0,50,0.0180,24,3,35,23,28,45,44,53,94,46,16,11,11,11,6,0,11,6,0,8,10,1,0,,1,1,0,0,1,,,,,False,72,63,19,15,1,1,1,0,1,1,0,1015,3086,2273,465,,,,
Eumolpidai,Eleusis,Genos,Hierophant,Eleusis,Sacred Official,D. Iun. Peiraieus,Athens,Male,Decimus Iunius Peiraieus,Peiraieus,True,True,,,466,"Statue Base for D. Iun. Peiraieus, Hierophant",Column/Herm,Dedication,,150.0,50,0.0210,24,3,35,23,28,45,44,53,94,46,16,11,11,11,6,0,11,6,0,8,10,1,1,,1,1,0,0,1,,,,,False,65,41,17,12,0,1,2,1,1,2,0,1015,3086,2274,466,,,,
Eumolpidai,Eleusis,Genos,Hierophant,Eleusis,Sacred Official,T. Fl. Hierophant Alkibiadou,Athens,Male,Titus Flavius Alkibiadou,,True,True,,Alcibiad,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,24,3,35,23,28,45,44,53,94,46,16,11,11,11,6,0,11,6,0,8,10,1,3,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1015,3086,2302,483,,,,
Eumolpidai,Eleusis,Genos,Hierophant,Eleusis,Sacred Official,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,24,3,35,23,28,45,44,53,94,46,16,11,11,11,6,0,11,6,0,8,10,1,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1015,3086,2309,483,,,,
Eumolpidai,Eleusis,Genos,Hierophant,Eleusis,Sacred Official,T. Fl Straton I,Athens,Male,Titus Flavius Straton,,True,True,,Flavii of Paiania,487,Statue Base for T. Fl. Euthykomas Paianieus,Altar,Dedication,,166.0,10,0.0270,24,3,35,23,28,45,44,53,94,46,16,11,11,11,6,0,11,6,0,8,10,1,0,,1,1,0,0,1,139,,,,False,247,169,83,48,1,3,6,1,1,6,0,1015,3086,2314,487,,,,
Eumolpidai,Eleusis,Genos,Hierophant,Eleusis,Sacred Official,Hierophant Apollinarios,Athens,Male,Apollinarios,,True,False,,TBD,631,Statue Base for the Hierophant Apollinarios,Base,Dedication,Before the Telestrion,210.0,10,0.0450,24,3,35,23,28,45,44,53,94,46,16,11,11,11,6,0,11,6,0,8,10,1,0,,1,1,0,0,1,,,,,False,38,21,6,4,0,1,1,0,1,1,0,1015,3086,2476,631,,,,
Eumolpidai,Eleusis,Genos,Hierophant,Eleusis,Sacred Official,T. Fl. Glaukos Glaukou,Athens,Male,Titus Flavius Glaukos Glakou,,True,True,,,646,"Statue Base for T. Fl. Gklaukos Glaukou Marathonios, Hierophant",Base,Verse,Before the Telestrion,235.0,10,0.0200,24,3,35,23,28,45,44,53,94,46,16,11,11,11,6,0,11,6,0,8,10,1,0,,1,1,0,0,1,,,,,False,211,209,41,40,0,1,1,0,1,1,0,1015,3086,2504,646,,,,
Eumolpidai,Eleusis,Genos,Hierophant,Eleusis,Sacred Official,[?] Hierophant,Athens,Male,,,True,False,,,649,Statue Base for an Unknown Hierophant,Base,Dedication,Before the Telestrion,240.0,10,0.0180,24,3,35,23,28,45,44,53,94,46,16,11,11,11,6,0,11,6,0,8,10,1,0,,1,1,0,0,1,,,,,True,321,288,67,55,0,3,2,0,1,2,0,1015,3086,2509,649,,,,
Eumolpidai,Eleusis,Genos,Hierophant,Eleusis,Sacred Official,Eisaios,Athens,Male,Eisaios,,True,False,,,659,Statue Base for Eunike Kallaiskhrou Marathoniou,Base,Verse,Before the Telestrion,287.5,25,0.0100,24,3,35,23,28,45,44,53,94,46,16,11,11,11,6,0,11,6,0,8,10,1,0,,1,1,0,0,1,,,,,False,480,432,108,92,0,1,7,0,1,7,0,1015,3086,2528,659,,,,
Eumolpidai,Eleusis,Genos,Hierophant,Eleusis,Sacred Official,Zoilos,Athens,Male,Zoilos,,True,False,,,659,Statue Base for Eunike Kallaiskhrou Marathoniou,Base,Verse,Before the Telestrion,287.5,25,0.0100,24,3,35,23,28,45,44,53,94,46,16,11,11,11,6,0,11,6,0,8,10,1,0,,1,1,0,0,1,,,,,False,480,432,108,92,0,1,7,0,1,7,0,1015,3086,2530,659,,,,
Eumolpidai,Eleusis,Genos,Archon of the Eumolpidai,Eleusis,Other Office,M. Iul Apellas,Athens,Male,Marcus Iulius Apellas,,True,True,,,490,"Statue Base for M. Iul. Apellas Marathonios, Archon of the Eumolpidai",Altar,Dedication,Before the Telestrion,170.0,10,0.0280,24,3,35,23,28,45,44,53,94,46,4,3,3,2,1,1,2,1,1,5,1,1,2,,1,1,0,0,1,,,,,False,187,150,45,31,2,1,4,2,1,4,0,1015,3101,2321,490,,,,
Eumolpidai,Eleusis,Genos,Archon of the Eumolpidai,Eleusis,Other Office,Emperor Commodous,Rome,Male,Commodus,,False,True,,Imperial,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,24,3,35,23,28,45,44,53,94,46,4,3,3,2,1,1,2,1,1,5,1,4,0,,1,6,1,3,2,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1015,3101,2338,514,,,,
