"IE","Sponsor","Honorand","Inscription","Object Type","Inscription Type","Location","Date","Date Span","Word Count","Character Count","Text","References","Sponsor Class","Sponsor Origin","Sponsor Status","Sponsor Type","Sponsor Gender","Sponsor Family","Sponsor Extended Family","Sponsor Deme","Honorand Origin","Honorand Status","Honorand Type","Honorand Gender","Honorand Family","Honorand Extended Family","Honorand Deme","Inscription ID","Sponsor ID","Honorand ID","Sponsor Uncertainty","Honorand Uncertainty"
"441","Boule","Athenaios Epaphrodeitos Athenaiou","Statue Base for Athenaios Athenaiou Phlyeus, Hearth-Initiate","Base","Dedication","",119.5,11,39,197,"ἀγαθῇ τύχῃ κατὰ τὰ δόξαντα τῇ ἐξ Ἀρείου πάγου βουλῇ καὶ τῇ βουλῇ τῶν Χ τὸν ἀφ ἑστίας μυηθέντα Ἀθήναιον τὸν καὶ Ἐπαφρόδειτον Ἀθηναίου περιοδονείκου υἱὸν Φλυέα παῖς μὲν ἐὼν ὄνομ ἔσχον Ἀθήναιος αὐξόμενον δὲ ὠνόμασαν τοκέες δῖον Ἀθηνόφιλον","IG II2 3577","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Male","","","Phlya",441,1001,2233,f,f
"442","Vipsania Lailiane","T. Vipsanius [.] Flavianos","Statue Base for T. Vipsanius [-] Flavianos Kephisieus, Hearth-Initiate","Base","Dedication","",132.5,15,27,182,"Οὐιψανία Λαιλιανὴ Λουκίου Οὐιψανίου Αἰολίωνος Φλυέως ἐξηγητοῦ θυγάτηρ τὸν αὑτῆς υἱὸν Τίτον Οὐιψάνιον Φλαβιανὸν Κηφεισιέα μυηθέντα ἀφ ἑστίας ἀνέθηκεν ἐπὶ ἱερείας Φλαουίας Λαοδαμείας τῆς Κλείτου Φλυέως θυγατρός","","Person","Athenian","Athenian with Roman Citizenship","","Female","","","Kephesia","Athenian","Athenian with Roman Citizenship","","Male","","","Kephesia",442,2235,2236,f,f
"443","Polemon Heroxenou","[?] Son of Heroxenos Marathonios","Statue Base for a Son of Heroxenos of Marathon","Base","Dedication","",137.5,25,17,107,"παναγῆ ἱερέα Ἡροξένου Μαραθώνιον ἀρετῆς ἕνεκα ἱερεὺς Διὸς ἐπὶ Παλλαδίου καὶ βουζύγης Πολέμων Ἡροξένου Μα Μαραθώνιος ἀνέθηκε","IG II2 2884","Person","Athenian","Athenian without Roman Citizenship","","Male","","","Marathon","Athenian","Athenian without Roman Citizenship","","Male","","","Marathon",443,2238,2237,f,t
"445","Fl. Laodameia Kleitou","Thrasyllos Kholleides","Statue Base for Thrasyllos of Kholleidai","Base","Dedication","",135,10,18,114,"Θράσυλλον Χολλείδην ἄρξαντα τὴν ἐπώνυμον ἀρχὴν καὶ κηρυκεύσαντα τῆς ἐξ Ἀρείου πάγου βουλῆς Φλαουία Λαοδάμεια Κλείτου Φλυέως θυγάτηρ","SEG 56 4","Person","Athenian","Athenian with Roman Citizenship","","Female","","","Phlya","Athenian","Athenian without Roman Citizenship","","Male","","","Kholleidai",445,2223,2240,f,f
"455","Areopagus","Vipsania Lailiane","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","",145,10,61,350,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν φ καὶ ὁ δῆμος ὁ Ἀθηναίων Λούκιον Οὐιψάνιον Αἰολίωνα Φλυέα ἐξηγη τὴν Εὐμολπιδῶν ἄρξαντα τὴν ἐπώνυμον ἀρχήν στρατηγήσαντα γυμνασιαρχήσαντα ἐκ τῶν ἰδίων κηρυκεύσαντα τῆς ἐξ Ἀ ρείου πάγου βουλῆς ἀγωνοθετήσαντα τῶν μεγάλων Ἀσκληπιείων φ υἱὸν Λουκίου Οὐιψανίου Λαιλιανοῦ ἄρξαντος τὴν ἐπώνυμον ἀρχὴν πατέρα γυμνασιαρχήσαντος στρατηγήσαντος καὶ Οὐιψανίας Λαιλιανῆς σης υου σης Σ","","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Female","","","Kephesia",455,1000,2235,f,f
"455","Areopagus","L. Vipsanius Aiolion","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","",145,10,61,350,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν φ καὶ ὁ δῆμος ὁ Ἀθηναίων Λούκιον Οὐιψάνιον Αἰολίωνα Φλυέα ἐξηγη τὴν Εὐμολπιδῶν ἄρξαντα τὴν ἐπώνυμον ἀρχήν στρατηγήσαντα γυμνασιαρχήσαντα ἐκ τῶν ἰδίων κηρυκεύσαντα τῆς ἐξ Ἀ ρείου πάγου βουλῆς ἀγωνοθετήσαντα τῶν μεγάλων Ἀσκληπιείων φ υἱὸν Λουκίου Οὐιψανίου Λαιλιανοῦ ἄρξαντος τὴν ἐπώνυμον ἀρχὴν πατέρα γυμνασιαρχήσαντος στρατηγήσαντος καὶ Οὐιψανίας Λαιλιανῆς σης υου σης Σ","","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Male","","","Phlya",455,1000,2250,f,f
"455","Areopagus","L. Vipsanius Lailianos","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","",145,10,61,350,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν φ καὶ ὁ δῆμος ὁ Ἀθηναίων Λούκιον Οὐιψάνιον Αἰολίωνα Φλυέα ἐξηγη τὴν Εὐμολπιδῶν ἄρξαντα τὴν ἐπώνυμον ἀρχήν στρατηγήσαντα γυμνασιαρχήσαντα ἐκ τῶν ἰδίων κηρυκεύσαντα τῆς ἐξ Ἀ ρείου πάγου βουλῆς ἀγωνοθετήσαντα τῶν μεγάλων Ἀσκληπιείων φ υἱὸν Λουκίου Οὐιψανίου Λαιλιανοῦ ἄρξαντος τὴν ἐπώνυμον ἀρχὴν πατέρα γυμνασιαρχήσαντος στρατηγήσαντος καὶ Οὐιψανίας Λαιλιανῆς σης υου σης Σ","","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Male","","","Phlya",455,1000,2251,f,f
"455","Boule","Vipsania Lailiane","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","",145,10,61,350,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν φ καὶ ὁ δῆμος ὁ Ἀθηναίων Λούκιον Οὐιψάνιον Αἰολίωνα Φλυέα ἐξηγη τὴν Εὐμολπιδῶν ἄρξαντα τὴν ἐπώνυμον ἀρχήν στρατηγήσαντα γυμνασιαρχήσαντα ἐκ τῶν ἰδίων κηρυκεύσαντα τῆς ἐξ Ἀ ρείου πάγου βουλῆς ἀγωνοθετήσαντα τῶν μεγάλων Ἀσκληπιείων φ υἱὸν Λουκίου Οὐιψανίου Λαιλιανοῦ ἄρξαντος τὴν ἐπώνυμον ἀρχὴν πατέρα γυμνασιαρχήσαντος στρατηγήσαντος καὶ Οὐιψανίας Λαιλιανῆς σης υου σης Σ","","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Female","","","Kephesia",455,1001,2235,f,f
"455","Boule","L. Vipsanius Aiolion","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","",145,10,61,350,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν φ καὶ ὁ δῆμος ὁ Ἀθηναίων Λούκιον Οὐιψάνιον Αἰολίωνα Φλυέα ἐξηγη τὴν Εὐμολπιδῶν ἄρξαντα τὴν ἐπώνυμον ἀρχήν στρατηγήσαντα γυμνασιαρχήσαντα ἐκ τῶν ἰδίων κηρυκεύσαντα τῆς ἐξ Ἀ ρείου πάγου βουλῆς ἀγωνοθετήσαντα τῶν μεγάλων Ἀσκληπιείων φ υἱὸν Λουκίου Οὐιψανίου Λαιλιανοῦ ἄρξαντος τὴν ἐπώνυμον ἀρχὴν πατέρα γυμνασιαρχήσαντος στρατηγήσαντος καὶ Οὐιψανίας Λαιλιανῆς σης υου σης Σ","","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Male","","","Phlya",455,1001,2250,f,f
"455","Boule","L. Vipsanius Lailianos","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","",145,10,61,350,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν φ καὶ ὁ δῆμος ὁ Ἀθηναίων Λούκιον Οὐιψάνιον Αἰολίωνα Φλυέα ἐξηγη τὴν Εὐμολπιδῶν ἄρξαντα τὴν ἐπώνυμον ἀρχήν στρατηγήσαντα γυμνασιαρχήσαντα ἐκ τῶν ἰδίων κηρυκεύσαντα τῆς ἐξ Ἀ ρείου πάγου βουλῆς ἀγωνοθετήσαντα τῶν μεγάλων Ἀσκληπιείων φ υἱὸν Λουκίου Οὐιψανίου Λαιλιανοῦ ἄρξαντος τὴν ἐπώνυμον ἀρχὴν πατέρα γυμνασιαρχήσαντος στρατηγήσαντος καὶ Οὐιψανίας Λαιλιανῆς σης υου σης Σ","","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Male","","","Phlya",455,1001,2251,f,f
"455","Demos","L. Vipsanius Aiolion","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","",145,10,61,350,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν φ καὶ ὁ δῆμος ὁ Ἀθηναίων Λούκιον Οὐιψάνιον Αἰολίωνα Φλυέα ἐξηγη τὴν Εὐμολπιδῶν ἄρξαντα τὴν ἐπώνυμον ἀρχήν στρατηγήσαντα γυμνασιαρχήσαντα ἐκ τῶν ἰδίων κηρυκεύσαντα τῆς ἐξ Ἀ ρείου πάγου βουλῆς ἀγωνοθετήσαντα τῶν μεγάλων Ἀσκληπιείων φ υἱὸν Λουκίου Οὐιψανίου Λαιλιανοῦ ἄρξαντος τὴν ἐπώνυμον ἀρχὴν πατέρα γυμνασιαρχήσαντος στρατηγήσαντος καὶ Οὐιψανίας Λαιλιανῆς σης υου σης Σ","","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Male","","","Phlya",455,1002,2250,f,f
"455","Demos","L. Vipsanius Lailianos","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","",145,10,61,350,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν φ καὶ ὁ δῆμος ὁ Ἀθηναίων Λούκιον Οὐιψάνιον Αἰολίωνα Φλυέα ἐξηγη τὴν Εὐμολπιδῶν ἄρξαντα τὴν ἐπώνυμον ἀρχήν στρατηγήσαντα γυμνασιαρχήσαντα ἐκ τῶν ἰδίων κηρυκεύσαντα τῆς ἐξ Ἀ ρείου πάγου βουλῆς ἀγωνοθετήσαντα τῶν μεγάλων Ἀσκληπιείων φ υἱὸν Λουκίου Οὐιψανίου Λαιλιανοῦ ἄρξαντος τὴν ἐπώνυμον ἀρχὴν πατέρα γυμνασιαρχήσαντος στρατηγήσαντος καὶ Οὐιψανίας Λαιλιανῆς σης υου σης Σ","","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Male","","","Phlya",455,1002,2251,f,f
"455","Demos","Vipsania Lailiane","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","",145,10,61,350,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν φ καὶ ὁ δῆμος ὁ Ἀθηναίων Λούκιον Οὐιψάνιον Αἰολίωνα Φλυέα ἐξηγη τὴν Εὐμολπιδῶν ἄρξαντα τὴν ἐπώνυμον ἀρχήν στρατηγήσαντα γυμνασιαρχήσαντα ἐκ τῶν ἰδίων κηρυκεύσαντα τῆς ἐξ Ἀ ρείου πάγου βουλῆς ἀγωνοθετήσαντα τῶν μεγάλων Ἀσκληπιείων φ υἱὸν Λουκίου Οὐιψανίου Λαιλιανοῦ ἄρξαντος τὴν ἐπώνυμον ἀρχὴν πατέρα γυμνασιαρχήσαντος στρατηγήσαντος καὶ Οὐιψανίας Λαιλιανῆς σης υου σης Σ","","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Female","","","Kephesia",455,1002,2235,f,f
"458","Iun. Patron","Iunia [?] Iun. Patronos","Statue Base for Iun. [-] Meletine, Daughter of Iun. Patron of Berenikidai, Hearth-Initiate","Base","Dedication","",145,10,30,192,"ἱέρεια Δήμητρος καὶ Κόρης Φλαουία Λαοδάμεια Κλείτου Φλυέως θυγάτηρ Ἰουνίαν Μελιτίνην Ἰουνίου Πάτρωνος Βερνικίδου θυγατέρα καὶ Ἀννίας Ἀριστοκλίας τῆς Ἀννίου Θρασύλλου Χολλείδου θυγατρὸς τῆς ἰδί ας υἱδῆς μυηθεῖσαν ἀφ ἑστίας","IG II2 3557","Person","Athenian","Athenian with Roman Citizenship","","Male","","","Berenikidai","Athenian","Athenian with Roman Citizenship","","Female","","","Berenikidai",458,2254,2253,f,t
"458","Annius Thrasyllos","Iunia [?] Iun. Patronos","Statue Base for Iun. [-] Meletine, Daughter of Iun. Patron of Berenikidai, Hearth-Initiate","Base","Dedication","",145,10,30,192,"ἱέρεια Δήμητρος καὶ Κόρης Φλαουία Λαοδάμεια Κλείτου Φλυέως θυγάτηρ Ἰουνίαν Μελιτίνην Ἰουνίου Πάτρωνος Βερνικίδου θυγατέρα καὶ Ἀννίας Ἀριστοκλίας τῆς Ἀννίου Θρασύλλου Χολλείδου θυγατρὸς τῆς ἰδί ας υἱδῆς μυηθεῖσαν ἀφ ἑστίας","IG II2 3557","Person","Athenian","Athenian with Roman Citizenship","","Male","","","Kholleidai","Athenian","Athenian with Roman Citizenship","","Female","","","Berenikidai",458,2256,2253,f,t
"459","L. Nummius Andreas Menidos","Nummia Kleo","Statue Base for Nummia Kleo, Hearth-Initiate","Base","Dedication","",145,10,23,140,"Λούκιος Νούμμιος Ἀνδρέας Μήνιδος Φαληρεὺς καὶ Νουμ μία Βάσσα Λουκίου Νουμμίου Ἱεροκήρυκος Γαργηττίου θυγάτηρ τὴν ἑαυ τῶν θυγατέρα Νουμμίαν Κλεὼ μυηθῖσαν ἀφ ἑστίας","SEG 56 4","Person","Athenian","Athenian with Roman Citizenship","","Male","","","Phaleron","Athenian","Athenian with Roman Citizenship","","Female","","","",459,2257,2260,f,f
"459","Nummia Bassa","Nummia Kleo","Statue Base for Nummia Kleo, Hearth-Initiate","Base","Dedication","",145,10,23,140,"Λούκιος Νούμμιος Ἀνδρέας Μήνιδος Φαληρεὺς καὶ Νουμ μία Βάσσα Λουκίου Νουμμίου Ἱεροκήρυκος Γαργηττίου θυγάτηρ τὴν ἑαυ τῶν θυγατέρα Νουμμίαν Κλεὼ μυηθῖσαν ἀφ ἑστίας","SEG 56 4","Person","Athenian","Athenian with Roman Citizenship","","Female","","","Gargettos","Athenian","Athenian with Roman Citizenship","","Female","","","",459,2258,2260,f,f
"464","Iun. Patron","D. Iun. Menneas","Statue Base D. Iun. Menneas D. Iun. Patronos Berenikides","Base","Dedication","",150,50,27,155,"Δέκμον Ἰούνιον Μεννέαν τὸν ἔκγονον τοῦ ἐξηγητοῦ Πάτρωνος ὁ πατὴρ Δέκμος Ἰούνιος Πάτρων καὶ ἡ μήτηρ Ἀννία Ἀριστόκλεια Ἀννίου Θρασύλλου Χολλείδου θυγάτηρ μυηθέντα ἀφ ἑστίας ταῖν Θεαῖν","IG II2 3619","Person","Athenian","Athenian with Roman Citizenship","","Male","","","Berenikidai","Athenian","Athenian with Roman Citizenship","","Male","","","",464,2254,2271,f,f
"464","Annia Aristokleia","D. Iun. Menneas","Statue Base D. Iun. Menneas D. Iun. Patronos Berenikides","Base","Dedication","",150,50,27,155,"Δέκμον Ἰούνιον Μεννέαν τὸν ἔκγονον τοῦ ἐξηγητοῦ Πάτρωνος ὁ πατὴρ Δέκμος Ἰούνιος Πάτρων καὶ ἡ μήτηρ Ἀννία Ἀριστόκλεια Ἀννίου Θρασύλλου Χολλείδου θυγάτηρ μυηθέντα ἀφ ἑστίας ταῖν Θεαῖν","IG II2 3619","Person","Athenian","Athenian with Roman Citizenship","","Female","","","Kholleidai","Athenian","Athenian with Roman Citizenship","","Male","","","",464,2255,2271,f,f
"466","Cornelia [?]","D. Iun. Peiraieus","Statue Base for D. Iun. Peiraieus, Hierophant","Column/Herm","Dedication","",150,50,11,64,"ἱεροφάντην Δέκμον Ἰούνιον Πειραιέα Κορνηλία Φ έως θυγάτηρ τὸν ἑαυτῆς ἄνδρα","IG II2 3628","Person","Athenian","Athenian with Roman Citizenship","","Female","","","","Athenian","Athenian with Roman Citizenship","","Male","","","Peiraius",466,2275,2274,t,f
"470","Sophiai","Klementiane","Statue Base for Klementiane, Daughter of Arrian","Base","Dedication","",175,50,22,131,"ἔκγονον ἠδὲ θύγατρα δυοῖν ὑπάτων Ἀρριανῶν οἳ σοφίαι πλοῦτον καὶ γένος ἠγλάϊσαν μύστιν Ἀθηναῖοι Κλημεντιανὴν παρὰ Δηοῖ στῆσαν σωφροσύνης καὶ σοφίας ἕνεκα","IG II2 4251,SEG 59 243","Institution","Other","","Private","","","","","Athenian","Athenian with Roman Citizenship","","Female","","","",470,1005,2280,f,f
"471","Ana[.]n Krateros","[?] Emperor","Statue Base for an Unknown Emperor","Base","Dedication","",175,50,9,54,"ὑπὲρ τῆς νίκης τοῦ Αὐτοκράτορος Ἀναν Κρατέρου ἀρχιερεὺς Ἀχαιῶν","IG II2 4085","Person","Athenian","Athenian with Roman Citizenship","","Male","","","","Imperial Family Member","Non-Athenian","","Male","","","",471,2283,2282,f,f
"474","Ail. Zenonos","P. Ail. Timosthenes","Statue Base for P. Ael. Teimosthenes Berenikides, Son of Ael. Zenon, Hearth-Initiate","Base","Dedication","South Wall",155,10,13,89,"Πόπλιος Αἴλιος Τειμοσθένης Βερενικίδης Αἰλίου Ζήνωνος τοῦ πυθοχρήστου ἐξηγητοῦ υἱὸς μυηθεὶς ἀφ ἑστίας","IG II2 3708","Person","Athenian","Athenian with Roman Citizenship","","Male","","","","Athenian","Athenian with Roman Citizenship","","Male","","","Berenikidai",474,2291,2290,f,f
"476","Ti. Kl. Herodes Attikos Kl. Attikou","Regilla","Statue Base for Regilla, Wife of Herodes Attikos","Base","Dedication","Before the Telestrion",160,10,20,129,"Ἀππίαν Ἀννίαν Ῥήγιλλαν Ἀτιλίαν Καυκιδίαν Τερτύλλαν Ἀππίου ὑπάτου πον τίφικος θυγατέρα Ἡρώιδου Μαραθωνίου ὑπάτου γυναῖκα τοῦ ἐξηγητοῦ ὁ ἀνὴρ ἀνέθηκεν","IG II2 4072","Person","Athenian","Athenian with Roman Citizenship","","Male","Herodian","Herodian-Eukleid","Marathon","Roman","Non-Athenian","","Female","Herodian","Herodian-Eukleid","Marathon",476,2226,2293,f,f
"481","Fl. Xenion","Fl. Zenophilos","Statue Base for Fl. Xenion Marathonsios, Hearth-Initiate, and Others","Base","Dedication","",165,10,13,78,"τὸν ἀφ ἑστίας μύστην Φλάουιον Ξενίωνα Μαραθώνιον τὸν κράτιστον τὸν υἱὸν Φλαουίου Ζηνοφίλου","IG II2 3676","Person","Athenian","Athenian with Roman Citizenship","","Male","","","Marathon","Athenian","Athenian with Roman Citizenship","","Male","","","Marathon",481,2298,2299,f,f
"482","Ail. Kh[?]","Emperor Marcus Aurelius","Altar(?) for the Health of M. Aurelius and L. Verus","Base","Dedication","",165,8,25,139,"ὑπὲρ ὑγείας καὶ νείκης καὶ διαμονῆς τῶν Αὐτοκρατόρων Μάρκου Αὐρηλίου Ἀντωνείνου καὶ Λουκίου Βήρου Σεβαστῶν ὁ ἱερεὺς Τριπτολέμου καὶ ἵππαρχος Αἴλιος Χσ σιος ΠΙΓ θος","IG II2 3404","Person","Athenian","Athenian with Roman Citizenship","","Uncertain","","","","Imperial Family Member","Non-Athenian","","Male","","","",482,2301,2264,f,f
"482","Ail. Kh[?]","Emperor L. Verus","Altar(?) for the Health of M. Aurelius and L. Verus","Base","Dedication","",165,8,25,139,"ὑπὲρ ὑγείας καὶ νείκης καὶ διαμονῆς τῶν Αὐτοκρατόρων Μάρκου Αὐρηλίου Ἀντωνείνου καὶ Λουκίου Βήρου Σεβαστῶν ὁ ἱερεὺς Τριπτολέμου καὶ ἵππαρχος Αἴλιος Χσ σιος ΠΙΓ θος","IG II2 3404","Person","Athenian","Athenian with Roman Citizenship","","Uncertain","","","","Imperial Family Member","Non-Athenian","","Male","","","",482,2301,2300,f,f
"483","Areopagus","T. Kl. Hierophant Alkibiadou","Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades","Base","Dedication","Before the Telestrion",167,10,188,1186,"Ἀγαθῇ Τύχῃ ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν Φ καὶ ὁ δῆμος ὁ Ἀθηναίων Τίτον Φλάουιον Ἱεροφάντην Παιανιέα Τίτου Φλαουίου Ἀλκιβιάδου Παιανιέως υἱὸν ἄρξαντος τὴν ἐπώνυμον ἀρχήν πανηγυριαρχήσαντος κηρυκεύσαντος τῆς ἐξ Ἀρείου πάγου βουλῆς στρατηγήσαντος ἐπὶ τὰ ὅπλα καὶ γυμνασιαρχήσαντος ἐκ τῶν ἰδίων ἀγωνοθετήσαντος Παναθηναίων οἴκοθεν Τίτου Φλαουίου Λεωσθένους Παιανιέως ἔκγονον ἄρξαντος τὴν ἐπώνυμον ἀρχήν πανη γυριαρχήσαντος κηρυκεύσαντος τῆς ἐξ Ἀρείου πάγου βουλῆς στρατηγήσαντος ἐπὶ τὰ ὅπλα Γ καὶ γυμνασιαρχήσαντος ἀγωνοθετήσαντος Παναθηναίων ἀποδειχθέντος ὑπὸ θεοῦ Ἁδριανοῦ Τίτου Φλαουίου Ἀλκιβιάδου Παιανιέως ἀδελφόν ἄρξαντος τὴν ἐπώνυμον ἀρχήν πανηγυρι αρχήσαντος κηρυκεύσαντος τῆς ἐξ Ἀρείου πάγου βουλῆς ἄρξαντα πανηγυριαρχήσαντα γυμνασιαρχήσαντα οἴκοθεν ὁλκείοις πρεσβεύσαντα δὶς εἰς Ῥώμην ἐπὶ θεοῦ Ἀντωνείνου υἱὸν Φλαουίας Εἰσιδώρας τῆς Φλαουίου Ἡρακλείτου καὶ Δομιτίας Λαοδαμείας θυγατρός Κρατεροῦ ἔγγονον ὃς τὴν πίστιν τῇ πόλει ἐς τὰ νῦν δι ὧν κατέλιπεν φυλάσσει ἱεροφαντοῦντα ἐπὶ γένους λαμπρότητι καὶ φιλοτιμίαις ἁπάσαις εὐχαριστήσαντα τῇ πόλει τὸ στρόφιον παρὰ τῷ Αὐτοκράτορι θεῷ Ἀντωνείνῳ λαβόντα καὶ τὸν Αὐτοκράτορα μυήσαντος Λούκιον Αὐρήλιον Οὐῆρον δὶς ἐπὶ τῷ ἔτει ἀγαγόντα μυστήρια καὶ τοῦτο κατὰ τὸ θεμιτόν καὶ προσειδρύσαντα Εὐμολπίδην συναγαγόντα ἐπεὶ καὶ ἐπιλέγοντα εἴχομεν ἀρετῆς μεγέθει καὶ τῆς πρὸς τοὺς θεοὺς εὐσεβείας κἂν τούτῳ χάριν ἀνέθηκεν","IG II2 3592","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Male","","","Paiania",483,1000,2302,f,f
"483","Boule","T. Kl. Hierophant Alkibiadou","Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades","Base","Dedication","Before the Telestrion",167,10,188,1186,"Ἀγαθῇ Τύχῃ ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν Φ καὶ ὁ δῆμος ὁ Ἀθηναίων Τίτον Φλάουιον Ἱεροφάντην Παιανιέα Τίτου Φλαουίου Ἀλκιβιάδου Παιανιέως υἱὸν ἄρξαντος τὴν ἐπώνυμον ἀρχήν πανηγυριαρχήσαντος κηρυκεύσαντος τῆς ἐξ Ἀρείου πάγου βουλῆς στρατηγήσαντος ἐπὶ τὰ ὅπλα καὶ γυμνασιαρχήσαντος ἐκ τῶν ἰδίων ἀγωνοθετήσαντος Παναθηναίων οἴκοθεν Τίτου Φλαουίου Λεωσθένους Παιανιέως ἔκγονον ἄρξαντος τὴν ἐπώνυμον ἀρχήν πανη γυριαρχήσαντος κηρυκεύσαντος τῆς ἐξ Ἀρείου πάγου βουλῆς στρατηγήσαντος ἐπὶ τὰ ὅπλα Γ καὶ γυμνασιαρχήσαντος ἀγωνοθετήσαντος Παναθηναίων ἀποδειχθέντος ὑπὸ θεοῦ Ἁδριανοῦ Τίτου Φλαουίου Ἀλκιβιάδου Παιανιέως ἀδελφόν ἄρξαντος τὴν ἐπώνυμον ἀρχήν πανηγυρι αρχήσαντος κηρυκεύσαντος τῆς ἐξ Ἀρείου πάγου βουλῆς ἄρξαντα πανηγυριαρχήσαντα γυμνασιαρχήσαντα οἴκοθεν ὁλκείοις πρεσβεύσαντα δὶς εἰς Ῥώμην ἐπὶ θεοῦ Ἀντωνείνου υἱὸν Φλαουίας Εἰσιδώρας τῆς Φλαουίου Ἡρακλείτου καὶ Δομιτίας Λαοδαμείας θυγατρός Κρατεροῦ ἔγγονον ὃς τὴν πίστιν τῇ πόλει ἐς τὰ νῦν δι ὧν κατέλιπεν φυλάσσει ἱεροφαντοῦντα ἐπὶ γένους λαμπρότητι καὶ φιλοτιμίαις ἁπάσαις εὐχαριστήσαντα τῇ πόλει τὸ στρόφιον παρὰ τῷ Αὐτοκράτορι θεῷ Ἀντωνείνῳ λαβόντα καὶ τὸν Αὐτοκράτορα μυήσαντος Λούκιον Αὐρήλιον Οὐῆρον δὶς ἐπὶ τῷ ἔτει ἀγαγόντα μυστήρια καὶ τοῦτο κατὰ τὸ θεμιτόν καὶ προσειδρύσαντα Εὐμολπίδην συναγαγόντα ἐπεὶ καὶ ἐπιλέγοντα εἴχομεν ἀρετῆς μεγέθει καὶ τῆς πρὸς τοὺς θεοὺς εὐσεβείας κἂν τούτῳ χάριν ἀνέθηκεν","IG II2 3592","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Male","","","Paiania",483,1001,2302,f,f
