"Source","Target","Type","Label","Start","Stop","Weight","Inscription ID","IE","Inscription","Object","Inscription Type","Location","Date","Date Span","Word Count","Character Count","Text","References"
1001,2195,"Directed","IE 389: Building or Monument",50.5,350.0,1,389,"389","Son of Tryphon Phylasios","Building or Monument","Dedication","",50.5,99,32,163,"ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος Τρύφωνος Φυλάσιον ἀρετῆς ἕνεκεν αἰτησαμένων τῶν γονέων Τρύφωνος Φυλασίου καὶ Ἄβαντος Ἀχαρνέ ως θυγατρὸς Δήμητρι καὶ Κόρηι ἀνέθηκαν","SEG 56 4"
1002,2195,"Directed","IE 389: Building or Monument",50.5,350.0,1,389,"389","Son of Tryphon Phylasios","Building or Monument","Dedication","",50.5,99,32,163,"ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος Τρύφωνος Φυλάσιον ἀρετῆς ἕνεκεν αἰτησαμένων τῶν γονέων Τρύφωνος Φυλασίου καὶ Ἄβαντος Ἀχαρνέ ως θυγατρὸς Δήμητρι καὶ Κόρηι ἀνέθηκαν","SEG 56 4"
1000,2196,"Directed","IE 389: Building or Monument",50.5,350.0,1,389,"389","Son of Tryphon Phylasios","Building or Monument","Dedication","",50.5,99,32,163,"ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος Τρύφωνος Φυλάσιον ἀρετῆς ἕνεκεν αἰτησαμένων τῶν γονέων Τρύφωνος Φυλασίου καὶ Ἄβαντος Ἀχαρνέ ως θυγατρὸς Δήμητρι καὶ Κόρηι ἀνέθηκαν","SEG 56 4"
1001,2196,"Directed","IE 389: Building or Monument",50.5,350.0,1,389,"389","Son of Tryphon Phylasios","Building or Monument","Dedication","",50.5,99,32,163,"ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος Τρύφωνος Φυλάσιον ἀρετῆς ἕνεκεν αἰτησαμένων τῶν γονέων Τρύφωνος Φυλασίου καὶ Ἄβαντος Ἀχαρνέ ως θυγατρὸς Δήμητρι καὶ Κόρηι ἀνέθηκαν","SEG 56 4"
1002,2196,"Directed","IE 389: Building or Monument",50.5,350.0,1,389,"389","Son of Tryphon Phylasios","Building or Monument","Dedication","",50.5,99,32,163,"ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος Τρύφωνος Φυλάσιον ἀρετῆς ἕνεκεν αἰτησαμένων τῶν γονέων Τρύφωνος Φυλασίου καὶ Ἄβαντος Ἀχαρνέ ως θυγατρὸς Δήμητρι καὶ Κόρηι ἀνέθηκαν","SEG 56 4"
1000,2197,"Directed","IE 389: Building or Monument",50.5,350.0,1,389,"389","Son of Tryphon Phylasios","Building or Monument","Dedication","",50.5,99,32,163,"ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος Τρύφωνος Φυλάσιον ἀρετῆς ἕνεκεν αἰτησαμένων τῶν γονέων Τρύφωνος Φυλασίου καὶ Ἄβαντος Ἀχαρνέ ως θυγατρὸς Δήμητρι καὶ Κόρηι ἀνέθηκαν","SEG 56 4"
1001,2197,"Directed","IE 389: Building or Monument",50.5,350.0,1,389,"389","Son of Tryphon Phylasios","Building or Monument","Dedication","",50.5,99,32,163,"ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος Τρύφωνος Φυλάσιον ἀρετῆς ἕνεκεν αἰτησαμένων τῶν γονέων Τρύφωνος Φυλασίου καὶ Ἄβαντος Ἀχαρνέ ως θυγατρὸς Δήμητρι καὶ Κόρηι ἀνέθηκαν","SEG 56 4"
1002,2197,"Directed","IE 389: Building or Monument",50.5,350.0,1,389,"389","Son of Tryphon Phylasios","Building or Monument","Dedication","",50.5,99,32,163,"ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος Τρύφωνος Φυλάσιον ἀρετῆς ἕνεκεν αἰτησαμένων τῶν γονέων Τρύφωνος Φυλασίου καὶ Ἄβαντος Ἀχαρνέ ως θυγατρὸς Δήμητρι καὶ Κόρηι ἀνέθηκαν","SEG 56 4"
1001,2198,"Directed","IE 394: Base",100.5,350.0,1,394,"394","Dedication to Dionysios Lenaios","Base","Dedication","",100.5,199,5,33,"ἡ βουλὴ κανηφορήσασαν Διονύσῳ Ληναίωι","IG II2 3567"
1002,2201,"Directed","IE 396: Base",100.5,350.0,1,396,"396","Statue Base for an Unknown Hearth-Initiate","Base","Dedication","",100.5,199,8,45,"ὁ δῆμος δους Ἁμαξαντέως θυγατέρα μυηθεῖσαν ἀφ ἑστίας","IG II2 3569"
1000,2212,"Directed","IE 402: Base",100.5,350.0,1,402,"402","Statue Base for an Unknown Individual","Base","Dedication","",100.5,199,15,54,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν καὶ ὁ δῆμος ὁ Ἀθηναίων Τίτον","IG II2 4205"
1001,2212,"Directed","IE 402: Base",100.5,350.0,1,402,"402","Statue Base for an Unknown Individual","Base","Dedication","",100.5,199,15,54,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν καὶ ὁ δῆμος ὁ Ἀθηναίων Τίτον","IG II2 4205"
1002,2212,"Directed","IE 402: Base",100.5,350.0,1,402,"402","Statue Base for an Unknown Individual","Base","Dedication","",100.5,199,15,54,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν καὶ ὁ δῆμος ὁ Ἀθηναίων Τίτον","IG II2 4205"
1015,2223,"Directed","IE 435: Base",125,350.0,1,435,"435","Statue Base for an Unknown Individual, Dedicated by the Eumolpidai, Lykomidai","Base","Dedication","Before the Telestrion",125,40,32,158,"Εὐμολπιδῶν καὶ Λυκομιδῶν τὰ γένη διὰ βίου ἐν Ἐλευσεῖνι μὲν τῶν Ἁλῴων ἐν Σάμῳ δὲ τῆς ως εὐσεβείας ἕνεκα τῆς πρὸς τὰς θεὰς ἀνέθηκαν ἐπὶ ἱερείας Φλαουίας Λαοδαμείας τῆς Κλείτου Φλυέως θυγατρός","IG II2 3559"
1017,2223,"Directed","IE 435: Base",125,350.0,1,435,"435","Statue Base for an Unknown Individual, Dedicated by the Eumolpidai, Lykomidai","Base","Dedication","Before the Telestrion",125,40,32,158,"Εὐμολπιδῶν καὶ Λυκομιδῶν τὰ γένη διὰ βίου ἐν Ἐλευσεῖνι μὲν τῶν Ἁλῴων ἐν Σάμῳ δὲ τῆς ως εὐσεβείας ἕνεκα τῆς πρὸς τὰς θεὰς ἀνέθηκαν ἐπὶ ἱερείας Φλαουίας Λαοδαμείας τῆς Κλείτου Φλυέως θυγατρός","IG II2 3559"
1015,2225,"Directed","IE 435: Base",125,350.0,1,435,"435","Statue Base for an Unknown Individual, Dedicated by the Eumolpidai, Lykomidai","Base","Dedication","Before the Telestrion",125,40,32,158,"Εὐμολπιδῶν καὶ Λυκομιδῶν τὰ γένη διὰ βίου ἐν Ἐλευσεῖνι μὲν τῶν Ἁλῴων ἐν Σάμῳ δὲ τῆς ως εὐσεβείας ἕνεκα τῆς πρὸς τὰς θεὰς ἀνέθηκαν ἐπὶ ἱερείας Φλαουίας Λαοδαμείας τῆς Κλείτου Φλυέως θυγατρός","IG II2 3559"
1017,2225,"Directed","IE 435: Base",125,350.0,1,435,"435","Statue Base for an Unknown Individual, Dedicated by the Eumolpidai, Lykomidai","Base","Dedication","Before the Telestrion",125,40,32,158,"Εὐμολπιδῶν καὶ Λυκομιδῶν τὰ γένη διὰ βίου ἐν Ἐλευσεῖνι μὲν τῶν Ἁλῴων ἐν Σάμῳ δὲ τῆς ως εὐσεβείας ἕνεκα τῆς πρὸς τὰς θεὰς ἀνέθηκαν ἐπὶ ἱερείας Φλαουίας Λαοδαμείας τῆς Κλείτου Φλυέως θυγατρός","IG II2 3559"
1009,2226,"Directed","IE 438: Base",115,350.0,1,438,"438","Statue Base for Ti. Kl. Attikos Herodes Kl. Attikou Marathonios, 'Son of Hellas'","Base","Dedication","",115,10,24,149,"Τιβέριον Κλαύδιον Ἀττικὸν Ἡρώδην Κλαυδίου Ἀττικοῦ τοῦ ἀρχιερέως ἀπὸ προγόνων υἱὸν καὶ Βιβουλλίας Ἀλκίας υἱὸν Ἑλλάδος κατὰ τὸ δόγμα τῆς Κορινθίων βουλῆς Κοκκήιος Κηνσωρεῖνος","IG II2 3604 B"
1000,2226,"Directed","IE 695: Base",171,350.0,1,695,"486","Statue Base for the Savior Gods/Godesses of Brotherly Emperors, Dedicated by the Polis during the Epimelitea of Herodes","Base","Dedication","",171,10,8,61,"σωτῆρσι Θεοῖς φιλαδέλφων αὐτοκρατόρων ἡ πόλις Ἡρώδου ἐπιμελητεύοντος","IG II2 4779"
1001,2226,"Directed","IE 695: Base",171,350.0,1,695,"486","Statue Base for the Savior Gods/Godesses of Brotherly Emperors, Dedicated by the Polis during the Epimelitea of Herodes","Base","Dedication","",171,10,8,61,"σωτῆρσι Θεοῖς φιλαδέλφων αὐτοκρατόρων ἡ πόλις Ἡρώδου ἐπιμελητεύοντος","IG II2 4779"
1002,2226,"Directed","IE 695: Base",171,350.0,1,695,"486","Statue Base for the Savior Gods/Godesses of Brotherly Emperors, Dedicated by the Polis during the Epimelitea of Herodes","Base","Dedication","",171,10,8,61,"σωτῆρσι Θεοῖς φιλαδέλφων αὐτοκρατόρων ἡ πόλις Ἡρώδου ἐπιμελητεύοντος","IG II2 4779"
1009,2227,"Directed","IE 438: Base",115,350.0,1,438,"438","Statue Base for Ti. Kl. Attikos Herodes Kl. Attikou Marathonios, 'Son of Hellas'","Base","Dedication","",115,10,24,149,"Τιβέριον Κλαύδιον Ἀττικὸν Ἡρώδην Κλαυδίου Ἀττικοῦ τοῦ ἀρχιερέως ἀπὸ προγόνων υἱὸν καὶ Βιβουλλίας Ἀλκίας υἱὸν Ἑλλάδος κατὰ τὸ δόγμα τῆς Κορινθίων βουλῆς Κοκκήιος Κηνσωρεῖνος","IG II2 3604 B"
1009,2228,"Directed","IE 438: Base",115,350.0,1,438,"438","Statue Base for Ti. Kl. Attikos Herodes Kl. Attikou Marathonios, 'Son of Hellas'","Base","Dedication","",115,10,24,149,"Τιβέριον Κλαύδιον Ἀττικὸν Ἡρώδην Κλαυδίου Ἀττικοῦ τοῦ ἀρχιερέως ἀπὸ προγόνων υἱὸν καὶ Βιβουλλίας Ἀλκίας υἱὸν Ἑλλάδος κατὰ τὸ δόγμα τῆς Κορινθίων βουλῆς Κοκκήιος Κηνσωρεῖνος","IG II2 3604 B"
1009,2229,"Directed","IE 438: Base",115,350.0,1,438,"438","Statue Base for Ti. Kl. Attikos Herodes Kl. Attikou Marathonios, 'Son of Hellas'","Base","Dedication","",115,10,24,149,"Τιβέριον Κλαύδιον Ἀττικὸν Ἡρώδην Κλαυδίου Ἀττικοῦ τοῦ ἀρχιερέως ἀπὸ προγόνων υἱὸν καὶ Βιβουλλίας Ἀλκίας υἱὸν Ἑλλάδος κατὰ τὸ δόγμα τῆς Κορινθίων βουλῆς Κοκκήιος Κηνσωρεῖνος","IG II2 3604 B"
1000,2230,"Directed","IE 439: Base",122,350.0,1,439,"439","Statue Base for Agrius Saturninus","Base","Dedication","Before the Telestrion",122,10,28,144,"ἀγαθῆι τύχηι Ἄγριον Σατουρνῖνον τὸν κράτιστον ἡ ἐξ Ἀρείου πάγου βουλὴ τῆς ἐν Ἐλευσεῖνι στάσεως καταξιώσασα ἀρετῆς εἵνεκα καὶ λόγων καὶ τῆς περὶ τὼ θεὼ τοῖν θεοῖν εὐσεβείας","IG II2 4195"
1000,2231,"Directed","IE 440: Base",122,350.0,1,440,"440","Dedicatory Base in Honor of Ael. Lysistrate","Base","Dedication","",122,10,14,80,"ψηφισαμένης τῆς πόλεως Αἰλίαν Λυσιστράτην ἐκ Κεραμέων τὴν αὑτοῦ γυναῖκα Λουκίου Πο ου Ὀτακίλι","IG II2 4093"
1001,2231,"Directed","IE 440: Base",122,350.0,1,440,"440","Dedicatory Base in Honor of Ael. Lysistrate","Base","Dedication","",122,10,14,80,"ψηφισαμένης τῆς πόλεως Αἰλίαν Λυσιστράτην ἐκ Κεραμέων τὴν αὑτοῦ γυναῖκα Λουκίου Πο ου Ὀτακίλι","IG II2 4093"
1002,2231,"Directed","IE 440: Base",122,350.0,1,440,"440","Dedicatory Base in Honor of Ael. Lysistrate","Base","Dedication","",122,10,14,80,"ψηφισαμένης τῆς πόλεως Αἰλίαν Λυσιστράτην ἐκ Κεραμέων τὴν αὑτοῦ γυναῖκα Λουκίου Πο ου Ὀτακίλι","IG II2 4093"
1000,2232,"Directed","IE 440: Base",122,350.0,1,440,"440","Dedicatory Base in Honor of Ael. Lysistrate","Base","Dedication","",122,10,14,80,"ψηφισαμένης τῆς πόλεως Αἰλίαν Λυσιστράτην ἐκ Κεραμέων τὴν αὑτοῦ γυναῖκα Λουκίου Πο ου Ὀτακίλι","IG II2 4093"
1001,2232,"Directed","IE 440: Base",122,350.0,1,440,"440","Dedicatory Base in Honor of Ael. Lysistrate","Base","Dedication","",122,10,14,80,"ψηφισαμένης τῆς πόλεως Αἰλίαν Λυσιστράτην ἐκ Κεραμέων τὴν αὑτοῦ γυναῖκα Λουκίου Πο ου Ὀτακίλι","IG II2 4093"
1002,2232,"Directed","IE 440: Base",122,350.0,1,440,"440","Dedicatory Base in Honor of Ael. Lysistrate","Base","Dedication","",122,10,14,80,"ψηφισαμένης τῆς πόλεως Αἰλίαν Λυσιστράτην ἐκ Κεραμέων τὴν αὑτοῦ γυναῖκα Λουκίου Πο ου Ὀτακίλι","IG II2 4093"
1000,2233,"Directed","IE 441: Base",119.5,350.0,1,441,"441","Statue Base for Athenaios Athenaiou Phlyeus, Hearth-Initiate","Base","Dedication","",119.5,11,39,197,"ἀγαθῇ τύχῃ κατὰ τὰ δόξαντα τῇ ἐξ Ἀρείου πάγου βουλῇ καὶ τῇ βουλῇ τῶν Χ τὸν ἀφ ἑστίας μυηθέντα Ἀθήναιον τὸν καὶ Ἐπαφρόδειτον Ἀθηναίου περιοδονείκου υἱὸν Φλυέα παῖς μὲν ἐὼν ὄνομ ἔσχον Ἀθήναιος αὐξόμενον δὲ ὠνόμασαν τοκέες δῖον Ἀθηνόφιλον","IG II2 3577"
1001,2233,"Directed","IE 441: Base",119.5,350.0,1,441,"441","Statue Base for Athenaios Athenaiou Phlyeus, Hearth-Initiate","Base","Dedication","",119.5,11,39,197,"ἀγαθῇ τύχῃ κατὰ τὰ δόξαντα τῇ ἐξ Ἀρείου πάγου βουλῇ καὶ τῇ βουλῇ τῶν Χ τὸν ἀφ ἑστίας μυηθέντα Ἀθήναιον τὸν καὶ Ἐπαφρόδειτον Ἀθηναίου περιοδονείκου υἱὸν Φλυέα παῖς μὲν ἐὼν ὄνομ ἔσχον Ἀθήναιος αὐξόμενον δὲ ὠνόμασαν τοκέες δῖον Ἀθηνόφιλον","IG II2 3577"
1000,2234,"Directed","IE 441: Base",119.5,350.0,1,441,"441","Statue Base for Athenaios Athenaiou Phlyeus, Hearth-Initiate","Base","Dedication","",119.5,11,39,197,"ἀγαθῇ τύχῃ κατὰ τὰ δόξαντα τῇ ἐξ Ἀρείου πάγου βουλῇ καὶ τῇ βουλῇ τῶν Χ τὸν ἀφ ἑστίας μυηθέντα Ἀθήναιον τὸν καὶ Ἐπαφρόδειτον Ἀθηναίου περιοδονείκου υἱὸν Φλυέα παῖς μὲν ἐὼν ὄνομ ἔσχον Ἀθήναιος αὐξόμενον δὲ ὠνόμασαν τοκέες δῖον Ἀθηνόφιλον","IG II2 3577"
1001,2234,"Directed","IE 441: Base",119.5,350.0,1,441,"441","Statue Base for Athenaios Athenaiou Phlyeus, Hearth-Initiate","Base","Dedication","",119.5,11,39,197,"ἀγαθῇ τύχῃ κατὰ τὰ δόξαντα τῇ ἐξ Ἀρείου πάγου βουλῇ καὶ τῇ βουλῇ τῶν Χ τὸν ἀφ ἑστίας μυηθέντα Ἀθήναιον τὸν καὶ Ἐπαφρόδειτον Ἀθηναίου περιοδονείκου υἱὸν Φλυέα παῖς μὲν ἐὼν ὄνομ ἔσχον Ἀθήναιος αὐξόμενον δὲ ὠνόμασαν τοκέες δῖον Ἀθηνόφιλον","IG II2 3577"
1000,2235,"Directed","IE 455: Base",145,350.0,1,455,"455","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","",145,10,61,350,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν φ καὶ ὁ δῆμος ὁ Ἀθηναίων Λούκιον Οὐιψάνιον Αἰολίωνα Φλυέα ἐξηγη τὴν Εὐμολπιδῶν ἄρξαντα τὴν ἐπώνυμον ἀρχήν στρατηγήσαντα γυμνασιαρχήσαντα ἐκ τῶν ἰδίων κηρυκεύσαντα τῆς ἐξ Ἀ ρείου πάγου βουλῆς ἀγωνοθετήσαντα τῶν μεγάλων Ἀσκληπιείων φ υἱὸν Λουκίου Οὐιψανίου Λαιλιανοῦ ἄρξαντος τὴν ἐπώνυμον ἀρχὴν πατέρα γυμνασιαρχήσαντος στρατηγήσαντος καὶ Οὐιψανίας Λαιλιανῆς σης υου σης Σ",""
1001,2235,"Directed","IE 455: Base",145,350.0,1,455,"455","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","",145,10,61,350,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν φ καὶ ὁ δῆμος ὁ Ἀθηναίων Λούκιον Οὐιψάνιον Αἰολίωνα Φλυέα ἐξηγη τὴν Εὐμολπιδῶν ἄρξαντα τὴν ἐπώνυμον ἀρχήν στρατηγήσαντα γυμνασιαρχήσαντα ἐκ τῶν ἰδίων κηρυκεύσαντα τῆς ἐξ Ἀ ρείου πάγου βουλῆς ἀγωνοθετήσαντα τῶν μεγάλων Ἀσκληπιείων φ υἱὸν Λουκίου Οὐιψανίου Λαιλιανοῦ ἄρξαντος τὴν ἐπώνυμον ἀρχὴν πατέρα γυμνασιαρχήσαντος στρατηγήσαντος καὶ Οὐιψανίας Λαιλιανῆς σης υου σης Σ",""
1002,2235,"Directed","IE 455: Base",145,350.0,1,455,"455","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","",145,10,61,350,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν φ καὶ ὁ δῆμος ὁ Ἀθηναίων Λούκιον Οὐιψάνιον Αἰολίωνα Φλυέα ἐξηγη τὴν Εὐμολπιδῶν ἄρξαντα τὴν ἐπώνυμον ἀρχήν στρατηγήσαντα γυμνασιαρχήσαντα ἐκ τῶν ἰδίων κηρυκεύσαντα τῆς ἐξ Ἀ ρείου πάγου βουλῆς ἀγωνοθετήσαντα τῶν μεγάλων Ἀσκληπιείων φ υἱὸν Λουκίου Οὐιψανίου Λαιλιανοῦ ἄρξαντος τὴν ἐπώνυμον ἀρχὴν πατέρα γυμνασιαρχήσαντος στρατηγήσαντος καὶ Οὐιψανίας Λαιλιανῆς σης υου σης Σ",""
1000,2241,"Directed","IE 503: Other/Fragment",178.5,350.0,1,503,"503","Statue Base for L. Memmios, Altar-Priest, of Thorikos","Other/Fragment","Dedication","Before the Telestrion",178.5,3,84,494,"ἡ πόλις Λούκιον Μέμμιον ἐπὶ βωμῶι Θορίκιον τὸν ἀπὸ δᾳδούχων καὶ ἀρχόντων καὶ στρατηγῶν καὶ ἀγωνοθετῶν τὸν καὶ αὐτὸν μετὰ τῶν ἄλλων ἀρχῶν καὶ λιτουργιῶν ἄρξαντα τὴν ἐπώνυμον ἀρχὴν καὶ στρατηγὸν ἐπὶ τὰ ὅπλα καὶ ἐπιμελητὴν γυμνασιαρχίας θεοῦ Ἁδριανοῦ καὶ ἀγωνοθέτην τρίς πρεσβευτήν τε πολλάκις περὶ τῶν μεγίστων ἐν οἷς καὶ περὶ γερουσίας μυήσαντα παρόντος θεοῦ Ἁδριανοῦ μυήσαντα θεὸν Λούκιον Οὐῆρον Ἀρμενιακὸν Παρθικὸν καὶ Αὐτοκράτορας Μᾶρκον Αὐρήλιον Ἀντωνῖνον καὶ Μᾶρκον Αὐρήλιον Κόμμοδον Γερμανικοὺς Σαρματικούς λιτουργήσαντα τοῖν Θεοῖν ἔτεσι νϛ τὸν ἀπ ἀρχιερέων τὸν φιλόπατριν","IG II2 3620"
1001,2241,"Directed","IE 503: Other/Fragment",178.5,350.0,1,503,"503","Statue Base for L. Memmios, Altar-Priest, of Thorikos","Other/Fragment","Dedication","Before the Telestrion",178.5,3,84,494,"ἡ πόλις Λούκιον Μέμμιον ἐπὶ βωμῶι Θορίκιον τὸν ἀπὸ δᾳδούχων καὶ ἀρχόντων καὶ στρατηγῶν καὶ ἀγωνοθετῶν τὸν καὶ αὐτὸν μετὰ τῶν ἄλλων ἀρχῶν καὶ λιτουργιῶν ἄρξαντα τὴν ἐπώνυμον ἀρχὴν καὶ στρατηγὸν ἐπὶ τὰ ὅπλα καὶ ἐπιμελητὴν γυμνασιαρχίας θεοῦ Ἁδριανοῦ καὶ ἀγωνοθέτην τρίς πρεσβευτήν τε πολλάκις περὶ τῶν μεγίστων ἐν οἷς καὶ περὶ γερουσίας μυήσαντα παρόντος θεοῦ Ἁδριανοῦ μυήσαντα θεὸν Λούκιον Οὐῆρον Ἀρμενιακὸν Παρθικὸν καὶ Αὐτοκράτορας Μᾶρκον Αὐρήλιον Ἀντωνῖνον καὶ Μᾶρκον Αὐρήλιον Κόμμοδον Γερμανικοὺς Σαρματικούς λιτουργήσαντα τοῖν Θεοῖν ἔτεσι νϛ τὸν ἀπ ἀρχιερέων τὸν φιλόπατριν","IG II2 3620"
1002,2241,"Directed","IE 503: Other/Fragment",178.5,350.0,1,503,"503","Statue Base for L. Memmios, Altar-Priest, of Thorikos","Other/Fragment","Dedication","Before the Telestrion",178.5,3,84,494,"ἡ πόλις Λούκιον Μέμμιον ἐπὶ βωμῶι Θορίκιον τὸν ἀπὸ δᾳδούχων καὶ ἀρχόντων καὶ στρατηγῶν καὶ ἀγωνοθετῶν τὸν καὶ αὐτὸν μετὰ τῶν ἄλλων ἀρχῶν καὶ λιτουργιῶν ἄρξαντα τὴν ἐπώνυμον ἀρχὴν καὶ στρατηγὸν ἐπὶ τὰ ὅπλα καὶ ἐπιμελητὴν γυμνασιαρχίας θεοῦ Ἁδριανοῦ καὶ ἀγωνοθέτην τρίς πρεσβευτήν τε πολλάκις περὶ τῶν μεγίστων ἐν οἷς καὶ περὶ γερουσίας μυήσαντα παρόντος θεοῦ Ἁδριανοῦ μυήσαντα θεὸν Λούκιον Οὐῆρον Ἀρμενιακὸν Παρθικὸν καὶ Αὐτοκράτορας Μᾶρκον Αὐρήλιον Ἀντωνῖνον καὶ Μᾶρκον Αὐρήλιον Κόμμοδον Γερμανικοὺς Σαρματικούς λιτουργήσαντα τοῖν Θεοῖν ἔτεσι νϛ τὸν ἀπ ἀρχιερέων τὸν φιλόπατριν","IG II2 3620"
1012,2243,"Directed","IE 448: Base",136.5,350.0,1,448,"448","Dedicatory Inscriptions on Two Triumphal Arches, Dedicated by the Panhellenes to the Two Goddesses and the Emperor","Base","Dedication","Outer Courtyard",136.5,3,21,114,"τοῖν Θεοῖν καὶ τῶι Αὐτοκράτορι οἱ Πανέλληνες τοῖν Θεοῖν καὶ τῶι Αὐτοκράτορι οἱ Πανέλληνες τοῖν Θεοῖν καὶ τῶι Αὐτοκράτορι οἱ Πανέλληνες","IG II2 2958"
1000,2250,"Directed","IE 455: Base",145,350.0,1,455,"455","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","",145,10,61,350,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν φ καὶ ὁ δῆμος ὁ Ἀθηναίων Λούκιον Οὐιψάνιον Αἰολίωνα Φλυέα ἐξηγη τὴν Εὐμολπιδῶν ἄρξαντα τὴν ἐπώνυμον ἀρχήν στρατηγήσαντα γυμνασιαρχήσαντα ἐκ τῶν ἰδίων κηρυκεύσαντα τῆς ἐξ Ἀ ρείου πάγου βουλῆς ἀγωνοθετήσαντα τῶν μεγάλων Ἀσκληπιείων φ υἱὸν Λουκίου Οὐιψανίου Λαιλιανοῦ ἄρξαντος τὴν ἐπώνυμον ἀρχὴν πατέρα γυμνασιαρχήσαντος στρατηγήσαντος καὶ Οὐιψανίας Λαιλιανῆς σης υου σης Σ",""
1001,2250,"Directed","IE 455: Base",145,350.0,1,455,"455","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","",145,10,61,350,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν φ καὶ ὁ δῆμος ὁ Ἀθηναίων Λούκιον Οὐιψάνιον Αἰολίωνα Φλυέα ἐξηγη τὴν Εὐμολπιδῶν ἄρξαντα τὴν ἐπώνυμον ἀρχήν στρατηγήσαντα γυμνασιαρχήσαντα ἐκ τῶν ἰδίων κηρυκεύσαντα τῆς ἐξ Ἀ ρείου πάγου βουλῆς ἀγωνοθετήσαντα τῶν μεγάλων Ἀσκληπιείων φ υἱὸν Λουκίου Οὐιψανίου Λαιλιανοῦ ἄρξαντος τὴν ἐπώνυμον ἀρχὴν πατέρα γυμνασιαρχήσαντος στρατηγήσαντος καὶ Οὐιψανίας Λαιλιανῆς σης υου σης Σ",""
1002,2250,"Directed","IE 455: Base",145,350.0,1,455,"455","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","",145,10,61,350,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν φ καὶ ὁ δῆμος ὁ Ἀθηναίων Λούκιον Οὐιψάνιον Αἰολίωνα Φλυέα ἐξηγη τὴν Εὐμολπιδῶν ἄρξαντα τὴν ἐπώνυμον ἀρχήν στρατηγήσαντα γυμνασιαρχήσαντα ἐκ τῶν ἰδίων κηρυκεύσαντα τῆς ἐξ Ἀ ρείου πάγου βουλῆς ἀγωνοθετήσαντα τῶν μεγάλων Ἀσκληπιείων φ υἱὸν Λουκίου Οὐιψανίου Λαιλιανοῦ ἄρξαντος τὴν ἐπώνυμον ἀρχὴν πατέρα γυμνασιαρχήσαντος στρατηγήσαντος καὶ Οὐιψανίας Λαιλιανῆς σης υου σης Σ",""
