ID,IE,Title,Object Type,Inscription Type,Suspected Location,Low Date,High Date,Date,Date Span,Low Date Uncertain,High Date Uncertain,Notes,ID_b,Letter Height (m),Avg,Order,Notes_b,id,text,clean,clean_char_count,clean_word_count,diplomatic,diplomatic_char_count,diplomatic_word_count
274,274,Dedication in Honor of a Tamias,Base,Dedication,,-62,-61,-61.5,1,FALSE,FALSE,,274,0.0095,TRUE,11,,274,"vac. 0.17 m.
          
          
            
              
            
            {²in corona:}²
          
          
            
              
            
            ἡ βουλὴ
          
          
            
              
            
            ἡ ἐπὶ Ἀρι-
          
          
            
              
            
            σ̣ταίου
          
          
            
              
            
            [τα]μιεύ-
          
          
            
              5
            
            [σα]ν̣τα.", : ἡ βουλὴ ἡ ἐπὶ Ἀρι σ̣ταίου ταμιεύ σαν̣τα,42,9, ἡ βουλὴ ἡ ἐπὶ Ἀρι σ̣ταίου μιεύ ν̣τα,36,8
275,275,"Statue Base for Medeios Medeiou Peiraieus, Exegete of the Eumolpidai",Base,Dedication,North of the Telesterion,-65,-55,-60,10,FALSE,FALSE,,275,0.02,,12,,275,"1
            
                        ἡ βουλὴ καὶ ὁ δῆμος
          
          
            
              
            
            Μήδειον Μηδείου Πειραιέα τὸν ἐξηγητὴν
          
          
            
              
            
            ἐκ τοῦ γένους τοῦ Εὐμολπιδῶν εὐσεβείας
          
          
            
              
            
            ἕνεκα τῆς πρὸς τὼ θεὼ καὶ ἐπιμελείας καὶ
          
          
            
              5
            
            φιλοτιμίας τῆς περὶ τὴν ἐξήγησιν τῶν ἱερῶν
          
          
            
              
            
            καὶ πατρίων Δήμητρι καὶ Κόρῃ ἀνέθηκαν.
          
          
            
              
            
                                  vac. 0.04 m.
          
          
            
              7
            
            ἐπὶ ἱερείας Κλεοκρατείας τῆς Οἰνοφίλου Ἀφιδναίου θυγατρός.", ἡ βουλὴ καὶ ὁ δῆμος Μήδειον Μηδείου Πειραιέα τὸν ἐξηγητὴν ἐκ τοῦ γένους τοῦ Εὐμολπιδῶν εὐσεβείας ἕνεκα τῆς πρὸς τὼ θεὼ καὶ ἐπιμελείας καὶ φιλοτιμίας τῆς περὶ τὴν ἐξήγησιν τῶν ἱερῶν καὶ πατρίων Δήμητρι καὶ Κόρῃ ἀνέθηκαν ἐπὶ ἱερείας Κλεοκρατείας τῆς Οἰνοφίλου Ἀφιδναίου θυγατρός,277,44, ἡ βουλὴ καὶ ὁ δῆμος Μήδειον Μηδείου Πειραιέα τὸν ἐξηγητὴν ἐκ τοῦ γένους τοῦ Εὐμολπιδῶν εὐσεβείας ἕνεκα τῆς πρὸς τὼ θεὼ καὶ ἐπιμελείας καὶ φιλοτιμίας τῆς περὶ τὴν ἐξήγησιν τῶν ἱερῶν καὶ πατρίων Δήμητρι καὶ Κόρῃ ἀνέθηκαν ἐπὶ ἱερείας Κλεοκρατείας τῆς Οἰνοφίλου Ἀφιδναίου θυγατρός,277,44
276,276,Statue Base for Titus Pinarius,Base,Dedication,,-55,-45,-50,10,FALSE,FALSE,,276,,,13,,276,"1
            
                   ὁ δῆμος
          
          
            
              
            
            Τίτον Πινάριον
          
          
            
              
            
            Τίτου υἱὸν ἀρετῆς
          
          
            
              
            
                     ἕνεκα.", ὁ δῆμος Τίτον Πινάριον Τίτου υἱὸν ἀρετῆς ἕνεκα,47,8, ὁ δῆμος Τίτον Πινάριον Τίτου υἱὸν ἀρετῆς ἕνεκα,47,8
277,277,"Statue Base for Sophokles Xenokleous Acharneus, Daduch",Base,Dedication,,-60,-40,-50,20,FALSE,FALSE,,277,0.026,TRUE,14,,277,"1
            
            Κτησίκλεια Ἀπολλωνίου Ἀχαρνέως θυγάτηρ
          
          
            
              
            
            τὸν ἑαυτῆς ἄνδρα Σοφοκλῆν Ξενοκλέους
          
          
            
              
            
            Ἀχαρνέα δᾳδουχήσαντα Δήμητρι καὶ Κόρηι
          
          
            
              
            
                                      ἀνέθηκεν.", Κτησίκλεια Ἀπολλωνίου Ἀχαρνέως θυγάτηρ τὸν ἑαυτῆς ἄνδρα Σοφοκλῆν Ξενοκλέους Ἀχαρνέα δᾳδουχήσαντα Δήμητρι καὶ Κόρηι ἀνέθηκεν,124,15, Κτησίκλεια Ἀπολλωνίου Ἀχαρνέως θυγάτηρ τὸν ἑαυτῆς ἄνδρα Σοφοκλῆν Ξενοκλέους Ἀχαρνέα δᾳδουχήσαντα Δήμητρι καὶ Κόρηι ἀνέθηκεν,124,15
278,278,"Statue Base for Sophokles Xenokleous Acharneus, Daduch",Base,Dedication,,-60,-40,-50,20,FALSE,FALSE,,278,,,15,,278,"1
            
            Κτησίκλεια Ἀπολλωνίου
          
          
            
              
            
            Ἀχαρνέως θ̣υ̣γάτηρ̣ τὸν
          
          
            
              
            
            ἑαυτῆς ἄνδρα Σοφοκλῆν
          
          
            
              
            
            Ξενοκλέους Ἀχαρνέα δᾳ-
          
          
            
              5
            
            δουχήσαντα Δήμητρι καὶ
          
          
            
              
            
            Κόρηι δὶς ἀνέθηκεν.", Κτησίκλεια Ἀπολλωνίου Ἀχαρνέως θ̣υ̣γάτηρ̣ τὸν ἑαυτῆς ἄνδρα Σοφοκλῆν Ξενοκλέους Ἀχαρνέα δᾳ δουχήσαντα Δήμητρι καὶ Κόρηι δὶς ἀνέθηκεν,132,17, Κτησίκλεια Ἀπολλωνίου Ἀχαρνέως θ̣υ̣γάτηρ̣ τὸν ἑαυτῆς ἄνδρα Σοφοκλῆν Ξενοκλέους Ἀχαρνέα δᾳ δουχήσαντα Δήμητρι καὶ Κόρηι δὶς ἀνέθηκεν,132,17
279,279,Statue Base for Unknown,Base,Dedication,,-60,-40,-50,20,FALSE,FALSE,,279,0.0195,TRUE,16,,279,"vacat spatium trium versuum
          
          
            
              
            
            ἐπὶ ἱερείας Κλεοκρατείας τῆς
          
          
            
              
            
            Οἰνοφίλου Ἀφ̣ιδναίου θυγατρός.
          
          
            
              
            
                                vacat", ἐπὶ ἱερείας Κλεοκρατείας τῆς Οἰνοφίλου Ἀφ̣ιδναίου θυγατρός ,60,7, ἐπὶ ἱερείας Κλεοκρατείας τῆς Οἰνοφίλου Ἀφ̣ιδναίου θυγατρός ,60,7
280,280,"Statue Base for Kleo, Daughter of Dionysios Lakrateidou Ikarieus",Base,Dedication,Between the Propylaea,-60,-40,-50,20,FALSE,FALSE,,280,0.025,,17,,280,"1
            
                   ὁ δῆμος
          
          
            
              
            
             Κλεὼ Διονυσίου
          
          
            
              
            
             τοῦ Λακρατείδου
          
          
            
              
            
            Ἰκαριέως θυγατέρα.", ὁ δῆμος Κλεὼ Διονυσίου τοῦ Λακρατείδου Ἰκαριέως θυγατέρα,57,8, ὁ δῆμος Κλεὼ Διονυσίου τοῦ Λακρατείδου Ἰκαριέως θυγατέρα,57,8
281,281,Statue Base for Unknown,Base,Dedication,,-60,-40,-50,20,FALSE,FALSE,,281,0.021,,18,,281,"1
            
            [— — — — — — — — — νε]ωτέρου v
          
          
            
              
            
            [— — — — — — — —] Δήμητρι καὶ Κ̣[όρηι]
          
          
            
              
            
                                                    vac. 0.03 m.
          
          
            
              3
            
            [ἐπὶ ἱερήας Κλεοκρα]τ̣ήας
          
          
            
              
            
            [Οἰνοφίλου Ἀφιδ]ναίου
          
          
            
              5
            
            [θυγατρός].", νεωτέρου Δήμητρι καὶ Κ̣όρηι ἐπὶ ἱερήας Κλεοκρατ̣ήας Οἰνοφίλου Ἀφιδναίου θυγατρός,81,10, ωτέρου Δήμητρι καὶ Κ̣ τ̣ήας ναίου ,35,6
282,282,Statue Base for Unknown Hearth-Initiate,Stele,Dedication,Between the Propylaea,-60,-40,-50,20,TRUE,TRUE,,282,0.009,,19,,282,"1
            
            [ἐπὶ ἱε]ρείας Χαιρίου τῆς Διονυσίου Μαραθωνίου θ[υγατρός].
          
          
            
              
            
                                                   vac. 0.08 m.
          
          
            
              
            
             
          
          
            
              col. I
            
            {²in corona:}²
          
          
            
              
            
            ἡ βουλὴ
          
          
            
              
            
            ὁ δῆ[μ]ος
          
          
            
              
            
            ἀφ’ ἑστίας
          
          
            
              
            
            μυηθεῖσαν
          
          
            
              
            
             
          
          
            
              col. II
            
            {²in corona:}²
          
          
            
              
            
            ἡ βουλὴ
          
          
            
              
            
            ὁ δῆμος
          
          
            
              
            
            κανηφορ̣ή-
          
          
            
              
            
            σασαν Σα-
          
          
            
              5
            
            ράπιδι.", ἐπὶ ἱερείας Χαιρίου τῆς Διονυσίου Μαραθωνίου θυγατρός : ἡ βουλὴ ὁ δῆμος ἀφ’ ἑστίας μυηθεῖσαν : ἡ βουλὴ ὁ δῆμος κανηφορ̣ή σασαν Σα ράπιδι,137,24, ρείας Χαιρίου τῆς Διονυσίου Μαραθωνίου θ ἡ βουλὴ ὁ δῆος ἀφ’ ἑστίας μυηθεῖσαν ἡ βουλὴ ὁ δῆμος κανηφορ̣ή σασαν Σα ράπιδι,119,21
283,283,Statue Base for an Unknown Hearth-Initiate,Base,Dedication,Between the Propylaea,-60,-40,-50,20,TRUE,TRUE,,283,,,20,,283,"col. I.1
            
            ἡ βουλὴ
          
          
            
              
            
            {²in corona:}²
          
          
            
              2
            
            κανηφο-
          
          
            
              
            
            ρήσασαν
          
          
            
              
            
              Ἴσιδι
          
          
            
              
            
             
          
          
            
              col. II.1
            
            ἡ βουλὴ
          
          
            
              
            
            {²in corona:}²
          
          
            
              2
            
            ἀφ’ ἑστίας
          
          
            
              
            
            μυηθεῖσαν.", ἡ βουλὴ : κανηφο ρήσασαν Ἴσιδι ἡ βουλὴ : ἀφ’ ἑστίας μυηθεῖσαν,62,12, ἡ βουλὴ κανηφο ρήσασαν Ἴσιδι ἡ βουλὴ ἀφ’ ἑστίας μυηθεῖσαν,58,10
