ID,Text,Clean Text,Diplomatic Text
509,"1
            
             Σαβεῖνα
          
          
            
              
            
               Θεοῦ
          
          
            
              
            
            Ἀντωνίνου
          
          
            
              
            
              θυγάτηρ.",Σαβεῖνα Θεοῦ Ἀντωνίνου θυγάτηρ,Σαβεῖνα Θεοῦ Ἀντωνίνου θυγάτηρ
508,"1
            
                   Θεὰ
          
          
            
              
            
            Φαυστεῖνα.",Θεὰ Φαυστεῖνα,Θεὰ Φαυστεῖνα
507,"1
            
                    Θεὰ
          
          
            
              
            
            Φαυστεῖν[α].",Θεὰ Φαυστεῖνα,Θεὰ Φαυστεῖν
506,"1
            
            〚[Λουκίλλα]〛
          
          
            
              
            
                 Θεοῦ
          
          
            
              
            
            Ἀντωνίνου
          
          
            
              
            
            〚θ[υ]γά[τη]ρ.〛",Λουκίλλα Θεοῦ Ἀντωνίνου θυγάτηρ,Θεοῦ Ἀντωνίνου
505,"1
            
             Θ[ε]ὸς
          
          
            
              
            
            [Ἀντ]ων[ῖ]νος.",Θεὸς Ἀντωνῖνος,Θὸς ωννος
504,"1
            
            οἱ ἐπὶ Φλαουί-
          
          
            
              
            
            ου Ἀμφικλέ-
          
          
            
              
            
            ους ἄρχοντος
          
          
            
              
            
            Πανέλληνες
          
          
            
              5
            
            ἐκ τῆς τοῦ Δη-
          
          
            
              
            
            μητρείου καρ-
          
          
            
              
            
            ποῦ ἀπαρχῆς.",οἱ ἐπὶ Φλαουί ου Ἀμφικλέ ους ἄρχοντος Πανέλληνες ἐκ τῆς τοῦ Δη μητρείου καρ ποῦ ἀπαρχῆς,οἱ ἐπὶ Φλαουί ου Ἀμφικλέ ους ἄρχοντος Πανέλληνες ἐκ τῆς τοῦ Δη μητρείου καρ ποῦ ἀπαρχῆς
503,"1
            
                              ἡ πόλις
          
          
            
              
            
            Λ(ούκιον) · Μέμμιον ἐπὶ βωμῶι Θορίκιον ❦
          
          
            
              
            
            τ̣ὸν ἀπὸ δᾳδούχων καὶ ἀρχόντων
          
          
            
              
            
            καὶ στρατηγῶν καὶ ἀγωνοθετῶν,
          
          
            
              5
            
            τὸν καὶ αὐτὸν μετὰ τῶν ἄλλων ἀρχῶν
          
          
            
              
            
            καὶ λιτουργιῶν  ἄρξαντα τὴν ἐπώ-
          
          
            
              
            
            νυμον ἀρχὴν καὶ στρατηγὸν ἐπὶ τὰ
          
          
            
              
            
            ὅπλα καὶ ἐπιμελητὴν γυμνασιαρχίας
          
          
            
              
            
            θεοῦ Ἁδριανοῦ  καὶ ἀγωνοθέτην τρίς,
          
          
            
              10
            
            πρεσβευτήν τε πολλάκις περὶ τῶν με-
          
          
            
              
            
            γίστων ∶ ἐν οἷς καὶ περὶ γερουσίας  μυή-
          
          
            
              
            
            σαντα παρόντος θεοῦ Ἁδριανοῦ,
          
          
            
              
            
            μυήσαντα θεὸν Λούκιον Οὐῆρον
          
          
            
              
            
            <⁶¹Ἀρμενιακὸν Παρθικὸν>⁶¹ καὶ Αὐτοκράτορας
          
          
            
              15
            
            Μ(ᾶρκον) Αὐρήλιον Ἀντωνῖνον  <⁶¹καὶ Μ(ᾶρκον) · Αὐρήλιον>⁶¹
          
          
            
              
            
            <⁶¹Κόμμοδον>⁶¹ Γερμανικοὺς Σαρματικούς,
          
          
            
              
            
            [λ]ιτουργήσαντα τοῖν Θεοῖν · ἔτεσι νϛ, τὸν
          
          
            
              
            
            [ἀ]π̣’ ἀρχιερέων  τὸν φιλόπατριν.",ἡ πόλις Λούκιον Μέμμιον ἐπὶ βωμῶι Θορίκιον τ̣ὸν ἀπὸ δᾳδούχων καὶ ἀρχόντων καὶ στρατηγῶν καὶ ἀγωνοθετῶν τὸν καὶ αὐτὸν μετὰ τῶν ἄλλων ἀρχῶν καὶ λιτουργιῶν ἄρξαντα τὴν ἐπώ νυμον ἀρχὴν καὶ στρατηγὸν ἐπὶ τὰ ὅπλα καὶ ἐπιμελητὴν γυμνασιαρχίας θεοῦ Ἁδριανοῦ καὶ ἀγωνοθέτην τρίς πρεσβευτήν τε πολλάκις περὶ τῶν με γίστων ἐν οἷς καὶ περὶ γερουσίας μυή σαντα παρόντος θεοῦ Ἁδριανοῦ μυήσαντα θεὸν Λούκιον Οὐῆρον Ἀρμενιακὸν Παρθικὸν καὶ Αὐτοκράτορας Μᾶρκον Αὐρήλιον Ἀντωνῖνον καὶ Μᾶρκον Αὐρήλιον Κόμμοδον Γερμανικοὺς Σαρματικούς λιτουργήσαντα τοῖν Θεοῖν ἔτεσι νϛ τὸν ἀπ̣’ ἀρχιερέων τὸν φιλόπατριν,ἡ πόλις Λ Μέμμιον ἐπὶ βωμῶι Θορίκιον τ̣ὸν ἀπὸ δᾳδούχων καὶ ἀρχόντων καὶ στρατηγῶν καὶ ἀγωνοθετῶν τὸν καὶ αὐτὸν μετὰ τῶν ἄλλων ἀρχῶν καὶ λιτουργιῶν ἄρξαντα τὴν ἐπώ νυμον ἀρχὴν καὶ στρατηγὸν ἐπὶ τὰ ὅπλα καὶ ἐπιμελητὴν γυμνασιαρχίας θεοῦ Ἁδριανοῦ καὶ ἀγωνοθέτην τρίς πρεσβευτήν τε πολλάκις περὶ τῶν με γίστων ἐν οἷς καὶ περὶ γερουσίας μυή σαντα παρόντος θεοῦ Ἁδριανοῦ μυήσαντα θεὸν Λούκιον Οὐῆρον καὶ Αὐτοκράτορας Μ Αὐρήλιον Ἀντωνῖνον Γερμανικοὺς Σαρματικούς ιτουργήσαντα τοῖν Θεοῖν ἔτεσι νϛ τὸν π̣’ ἀρχιερέων τὸν φιλόπατριν
502,"1
            
                  ἀγαθῆι ❦̣ τύχηι
          
          
            
              
            
            πυροφόρου Δήμητρος ὑπείροχον ἱερό-
          
          
            
              
            
                                   φαντιν
          
          
            
              
            
            πολλὸν ἐπ’ εὐσεβίῃ κῦδος ἀειραμένην
          
          
            
              5
            
            Ἑλλάδος εὐρυχόρου πρῶτ<η>ν γένος
          
          
            
              
            
                                   Ἀντολίης τε
          
          
            
              
            
            ἔγγονον Εἰσαίου τοῦ σοφίαις ὑπάτου,
          
          
            
              
            
            ὃς δὴ καὶ βασιλῆος ἀμύμονος Ἁδριανοῖο
          
          
            
              
            
            μουσάων ἀγαθὴν εἶχε διδασκαλίην·
          
          
            
              10
            
            Εἰσαίου δὲ θύγατρα μεγαινήτοιο καὶ αὐτοῦ
          
          
            
              
            
            ἔξοχον ἔν τ’ ἀρεταῖς ἔν τε σαοφροσύναις,
          
          
            
              
            
            ἣν καὶ ἀμειβομένη Δηὼ μακάρων ἐπὶ
          
          
            
              
            
                                   νήσσους
          
          
            
              
            
            ἤγαγε παντοίης ἐκτὸς ἐπωδυνίης·
          
          
            
              15
            
            δῶκε δέ οἱ θάνατον γλυκερώτερον ἡδέο[ς]
          
          
            
              
            
                                   ὕπνου
          
          
            
              
            
            πάγχυ καὶ Ἀργείων φέρτερον ἠιθέων.
          
          
            
              
            
            ἥ τε καὶ Ἀντωνῖνον ὁμοῦ Κομμόδῳ
          
          
            
              
            
                                   βασιλῆας
          
          
            
              20
            
            ἀ̣ρχομένη τελετῶν ἔστεφε μυστιπόλους.
          
          
            
              
            
            τὴν μὲν ἄρα ψήφῳ μὲν Ἄρηϊ φίλη θέτο
          
          
            
              
            
                                   βουλή,
          
          
            
              
            
            εἰκόνα δ’ ἠγαθέην ἐκτελέσαντο νέην
          
          
            
              
            
            Εὐνίκη τε φίλη θυγάτηρ ὗές τε θυγατρός
          
          
            
              25
            
            Ζωιλίδαι μητρὸς μητέρα θεσπεσίην
          
          
            
              
            
            Κ̣άλλαισχρος καὶ Γλαῦκος ἐν εἰκόνι κυδαίνοντες,
          
          
            
              
            
            ἣν καὶ Δημήτηρ ὤπασεν ἀθανάτοις.",ἀγαθῆι ̣ τύχηι πυροφόρου Δήμητρος ὑπείροχον ἱερό φαντιν πολλὸν ἐπ’ εὐσεβίῃ κῦδος ἀειραμένην Ἑλλάδος εὐρυχόρου πρῶτην γένος Ἀντολίης τε ἔγγονον Εἰσαίου τοῦ σοφίαις ὑπάτου ὃς δὴ καὶ βασιλῆος ἀμύμονος Ἁδριανοῖο μουσάων ἀγαθὴν εἶχε διδασκαλίην Εἰσαίου δὲ θύγατρα μεγαινήτοιο καὶ αὐτοῦ ἔξοχον ἔν τ’ ἀρεταῖς ἔν τε σαοφροσύναις ἣν καὶ ἀμειβομένη Δηὼ μακάρων ἐπὶ νήσσους ἤγαγε παντοίης ἐκτὸς ἐπωδυνίης δῶκε δέ οἱ θάνατον γλυκερώτερον ἡδέος ὕπνου πάγχυ καὶ Ἀργείων φέρτερον ἠιθέων ἥ τε καὶ Ἀντωνῖνον ὁμοῦ Κομμόδῳ βασιλῆας ἀ̣ρχομένη τελετῶν ἔστεφε μυστιπόλους τὴν μὲν ἄρα ψήφῳ μὲν Ἄρηϊ φίλη θέτο βουλή εἰκόνα δ’ ἠγαθέην ἐκτελέσαντο νέην Εὐνίκη τε φίλη θυγάτηρ ὗές τε θυγατρός Ζωιλίδαι μητρὸς μητέρα θεσπεσίην Κ̣άλλαισχρος καὶ Γλαῦκος ἐν εἰκόνι κυδαίνοντες ἣν καὶ Δημήτηρ ὤπασεν ἀθανάτοις,ἀγαθῆι ̣ τύχηι πυροφόρου Δήμητρος ὑπείροχον ἱερό φαντιν πολλὸν ἐπ’ εὐσεβίῃ κῦδος ἀειραμένην Ἑλλάδος εὐρυχόρου πρῶτν γένος Ἀντολίης τε ἔγγονον Εἰσαίου τοῦ σοφίαις ὑπάτου ὃς δὴ καὶ βασιλῆος ἀμύμονος Ἁδριανοῖο μουσάων ἀγαθὴν εἶχε διδασκαλίην Εἰσαίου δὲ θύγατρα μεγαινήτοιο καὶ αὐτοῦ ἔξοχον ἔν τ’ ἀρεταῖς ἔν τε σαοφροσύναις ἣν καὶ ἀμειβομένη Δηὼ μακάρων ἐπὶ νήσσους ἤγαγε παντοίης ἐκτὸς ἐπωδυνίης δῶκε δέ οἱ θάνατον γλυκερώτερον ἡδέο ὕπνου πάγχυ καὶ Ἀργείων φέρτερον ἠιθέων ἥ τε καὶ Ἀντωνῖνον ὁμοῦ Κομμόδῳ βασιλῆας ἀ̣ρχομένη τελετῶν ἔστεφε μυστιπόλους τὴν μὲν ἄρα ψήφῳ μὲν Ἄρηϊ φίλη θέτο βουλή εἰκόνα δ’ ἠγαθέην ἐκτελέσαντο νέην Εὐνίκη τε φίλη θυγάτηρ ὗές τε θυγατρός Ζωιλίδαι μητρὸς μητέρα θεσπεσίην Κ̣άλλαισχρος καὶ Γλαῦκος ἐν εἰκόνι κυδαίνοντες ἣν καὶ Δημήτηρ ὤπασεν ἀθανάτοις
501,"[— — — — — — — — — — — — — — — — —]
          
          
            
              
            
            [— — — — — — ἱε]ρόφαντιν [— — — — — —]
          
          
            
              
            
            [— — — — — Μελ]ιτίνην ΑΝ[— — — — — —]",ἱερόφαντιν Μελιτίνην ΑΝ,ρόφαντιν ιτίνην ΑΝ
500,"1
            
            ἱ-
          
          
            
              
            
            ε-
          
          
            
              
            
            ρ-
          
          
            
              
            
            ο-
          
          
            
              5
            
            φ-
          
          
            
              
            
            ά-
          
          
            
              
            
            ν-
          
          
            
              
            
            τ-
          
          
            
              
            
            [η]-
          
          
            
              10
            
            [ς].",ἱ ε ρ ο φ ά ν τ η ς,ἱ ε ρ ο φ ά ν τ
499,"frg. a.1
            
            [— — —] Μ(ᾶρκος) ❦̣ Α[ὐρήλιος — — —]
          
          
            
              
            
             
          
          
            
              frg. b.1
            
            [— — —]Ω[— — —]
          
          
            
              
            
             
          
          
            
              frg. c.1
            
            [— — — — —]ν̣ο̣ς [— — — — —]",Μᾶρκος ̣ Αὐρήλιος Ω ν̣ο̣ς,Μ ̣ Α Ω ν̣ο̣ς
498,"1
            
            μύστην Ἡρώδη̣ς̣ Ἀσκληπιὸν̣ [ε]ἵ̣σατο Δηοῖ
          
          
            
              
            
            νοῦσον ἀλεξή[σ]αντ’ ἀντιχαρ̣[ι]ζόμενο̣ς̣.
          
          
            
              
            
                               vacat",μύστην Ἡρώδη̣ς̣ Ἀσκληπιὸν̣ εἵ̣σατο Δηοῖ νοῦσον ἀλεξήσαντ’ ἀντιχαρ̣ιζόμενο̣ς̣,μύστην Ἡρώδη̣ς̣ Ἀσκληπιὸν̣ ἵ̣σατο Δηοῖ νοῦσον ἀλεξήαντ’ ἀντιχαρ̣ζόμενο̣ς̣
497,"1
            
            Αὐτοκρ[άτορα Καίσαρα — — — — —]
          
          
            
              
            
               Γερμ[ανικὸν — — — — — — — —]
          
          
            
              
            
            vacat",Αὐτοκράτορα Καίσαρα Γερμανικὸν,Αὐτοκρ Γερμ
496,"1
            
                  [Αὐ]τοκράτορα [Καί]σα[ρα]
          
          
            
              
            
            [Μᾶρκο]ν Αὐρήλιον Ἀντω[νῖνον]
          
          
            
              
            
                              [Γερμ]α̣νικό[ν]
          
          
            
              
            
            [— — — — — — — — — — — —]",Αὐτοκράτορα Καίσαρα Μᾶρκον Αὐρήλιον Ἀντωνῖνον Γερμα̣νικόν,τοκράτορα σα ν Αὐρήλιον Ἀντω α̣νικό
495,"vacat
          
          
            
              
            
            Αὐτοκράτορα Κ̣αίσαρ̣α
          
          
            
              
            
            Μ(ᾶρκον) · Α̣ὐ̣ρήλιον Ἀντωνῖνον
          
          
            
              
            
            Γερμανικὸν Παρθικὸν ❦
          
          
            
              
            
            Μηδικὸν ❦ Ἀπολλωνιᾶται
          
          
            
              5
            
            οἱ κατὰ Κυρήνην διὰ Μ(άρκου) ·
          
          
            
              
            
            Ἰουλίου Πράξιδος  ❦
          
          
            
              
            
               Πανέλληνος.",Αὐτοκράτορα Κ̣αίσαρ̣α Μᾶρκον Α̣ὐ̣ρήλιον Ἀντωνῖνον Γερμανικὸν Παρθικὸν Μηδικὸν Ἀπολλωνιᾶται οἱ κατὰ Κυρήνην διὰ Μάρκου Ἰουλίου Πράξιδος Πανέλληνος,Αὐτοκράτορα Κ̣αίσαρ̣α Μ Α̣ὐ̣ρήλιον Ἀντωνῖνον Γερμανικὸν Παρθικὸν Μηδικὸν Ἀπολλωνιᾶται οἱ κατὰ Κυρήνην διὰ Μ Ἰουλίου Πράξιδος Πανέλληνος
494,"1
            
            ἀρρήτων θησ[αυρὸν ⏑ – ⏑ ⏑ – ἐ]ς Ἀθήνας
          
          
            
              
            
              μυστικὸν ἠ[γαγόμην ἐμ π]ο̣λέμωι̣ στυ̣γερῶι·
          
          
            
              
            
            τοὔνεκα ταινία[ις ἀνέδησαν Κ]εκροπίδαι με
          
          
            
              
            
              καὶ θέσαν ἐν [τεμένει ․․․․]ρὸς ἀεὶ τελετῆς.",ἀρρήτων θησαυρὸν ⏑ – ⏑ ⏑ – ἐς Ἀθήνας μυστικὸν ἠγαγόμην ἐμ πο̣λέμωι̣ στυ̣γερῶι τοὔνεκα ταινίαις ἀνέδησαν Κεκροπίδαι με καὶ θέσαν ἐν τεμένει ρὸς ἀεὶ τελετῆς,ἀρρήτων θησς Ἀθήνας μυστικὸν ἠο̣λέμωι̣ στυ̣γερῶι τοὔνεκα ταινίαεκροπίδαι με καὶ θέσαν ἐν ρὸς ἀεὶ τελετῆς
493,"1
            
            [❦ Αἰλ]ίαν [Κηφ]ισοδώραν
          
          
            
              
            
            [Κλ(αυδίου) Λυ]σ̣ιάδ[ου δᾳ]δουχήσαν-
          
          
            
              
            
            [τος θυγατέρα, Κλ(αυδίου)] Λεωνίδου
          
          
            
              
            
            [δᾳδουχή]σαν[το]ς̣ ἔγ̣γ̣ο̣νον,
          
          
            
              5
            
            [Κλ(αυδίου) Σώσπι]δος δ[ᾳδο]υχήσαντος
          
          
            
              
            
            [ἀδελφή]ν, ❦ Ἰουλίου Θεοδότου
          
          
            
              
            
            [σοφιστο]ῦ γυναῖ[κα], στρατη-
          
          
            
              
            
            [γ]ήσα[ντος] ἐ̣π̣ὶ τ[οὺς] ὁ̣π̣[λίτας],
          
          
            
              
            
            βασιλεύ[σ]αντος, κηρ[υκεύσαντος]
          
          
            
              10
            
            τῆς ἐξ Ἀ[ρ]ε̣ίου πάγ̣ο̣υ̣ β̣[ουλῆς],
          
          
            
              
            
            ὁ ἀνὴρ καὶ̣ [τ]ὰ τέκνα ❦ Ἰ[ούλιος]
          
          
            
              
            
            Θ̣εόδ̣οτος καὶ Ἰουλία Κηφ[ισοδώ]-
          
          
            
              
            
            [ρα σωφ]ρ̣ο̣[σύ]νης ἕνεκ̣[εν καὶ]
          
          
            
              
            
            [ἀρετῆς καὶ εὐτ]εκνίας ❦ [ἀνέθη]-
          
          
            
              15
            
            [καν καθ’ ὑπομνη]μ̣ατ[ισμὸν τῆς]
          
          
            
              
            
            [ἐξ Ἀρείου πάγου βουλῆς].",Αἰλίαν Κηφισοδώραν Κλαυδίου Λυσ̣ιάδου δᾳδουχήσαν τος θυγατέρα Κλαυδίου Λεωνίδου δᾳδουχήσαντος̣ ἔγ̣γ̣ο̣νον Κλαυδίου Σώσπιδος δᾳδουχήσαντος ἀδελφήν Ἰουλίου Θεοδότου σοφιστοῦ γυναῖκα στρατη γήσαντος ἐ̣π̣ὶ τοὺς ὁ̣π̣λίτας βασιλεύσαντος κηρυκεύσαντος τῆς ἐξ Ἀρε̣ίου πάγ̣ο̣υ̣ β̣ουλῆς ὁ ἀνὴρ καὶ̣ τὰ τέκνα Ἰούλιος Θ̣εόδ̣οτος καὶ Ἰουλία Κηφισοδώ ρα σωφρ̣ο̣σύνης ἕνεκ̣εν καὶ ἀρετῆς καὶ εὐτεκνίας ἀνέθη καν καθ’ ὑπομνημ̣ατισμὸν τῆς ἐξ Ἀρείου πάγου βουλῆς,ίαν ισοδώραν σ̣ιάδδουχήσαν Λεωνίδου σανς̣ ἔγ̣γ̣ο̣νον δος δυχήσαντος ν Ἰουλίου Θεοδότου ῦ γυναῖ στρατη ήσα ἐ̣π̣ὶ τ ὁ̣π̣ βασιλεύαντος κηρ τῆς ἐξ Ἀε̣ίου πάγ̣ο̣υ̣ β̣ ὁ ἀνὴρ καὶ̣ ὰ τέκνα Ἰ Θ̣εόδ̣οτος καὶ Ἰουλία Κηφ ρ̣ο̣νης ἕνεκ̣ εκνίας μ̣ατ
492,"1
            
               ἡ ἐξ Ἀρείου πάγου βουλ[ὴ]
          
          
            
              
            
            καὶ ἡ βουλὴ τῶν ∙ Φ ∙ καὶ ὁ δῆμος
          
          
            
              
            
            Ἰούλιον Ἀπολλόδοτον Μελιτέα
          
          
            
              
            
            Ἰουλίου Θεοδότου σοφιστοῦ,
          
          
            
              5
            
            στρατηγήσαντος καὶ βασιλεύ-
          
          
            
              
            
            σαντος καὶ κηρυκεύσαντος
          
          
            
              
            
            τῆς ἐξ Ἀρείου πάγου βουλῆς
          
          
            
              
            
            ὑὸν καὶ Αἰλίας Κηφισοδώρας
          
          
            
              
            
            Κλ(αυδίου) · Λυσιάδου δᾳδουχήσαντος
          
          
            
              10
            
            θυγατρός· ἄρξαντα τοῦ Κηρύ-
          
          
            
              
            
            κων γένους ἀρετῆς ἕνεκα.",ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν Φ καὶ ὁ δῆμος Ἰούλιον Ἀπολλόδοτον Μελιτέα Ἰουλίου Θεοδότου σοφιστοῦ στρατηγήσαντος καὶ βασιλεύ σαντος καὶ κηρυκεύσαντος τῆς ἐξ Ἀρείου πάγου βουλῆς ὑὸν καὶ Αἰλίας Κηφισοδώρας Κλαυδίου Λυσιάδου δᾳδουχήσαντος θυγατρός ἄρξαντα τοῦ Κηρύ κων γένους ἀρετῆς ἕνεκα,ἡ ἐξ Ἀρείου πάγου βουλ καὶ ἡ βουλὴ τῶν Φ καὶ ὁ δῆμος Ἰούλιον Ἀπολλόδοτον Μελιτέα Ἰουλίου Θεοδότου σοφιστοῦ στρατηγήσαντος καὶ βασιλεύ σαντος καὶ κηρυκεύσαντος τῆς ἐξ Ἀρείου πάγου βουλῆς ὑὸν καὶ Αἰλίας Κηφισοδώρας Κλ Λυσιάδου δᾳδουχήσαντος θυγατρός ἄρξαντα τοῦ Κηρύ κων γένους ἀρετῆς ἕνεκα
491,"1
            
                  [ἀγ]α̣θῆι  τύ[χη]ι
          
          
            
              
            
                       vacat
          
          
            
              2
            
            τὸν̣ [κ]ράτιστο[ν Ξ]ενί-
          
          
            
              
            
            ωνα̣ τ̣ὸν ἄρξα̣[ντα] τῶν
          
          
            
              
            
            Πανελλήνω[ν τὸ]ν ἄρι-
          
          
            
              5
            
            στον πολειτ̣[ευτ]ὴν
          
          
            
              
            
            οἱ Πανέλλη[νες]. vac.",ἀγα̣θῆι τύχηι τὸν̣ κράτιστον Ξενί ωνα̣ τ̣ὸν ἄρξα̣ντα τῶν Πανελλήνων τὸν ἄρι στον πολειτ̣ευτὴν οἱ Πανέλληνες,α̣θῆι τύι τὸν̣ ράτιστοενί ωνα̣ τ̣ὸν ἄρξα̣ τῶν Πανελλήνων ἄρι στον πολειτ̣ὴν οἱ Πανέλλη
490,"1
            
            Εὐμολπίδαι
          
          
            
              
            
            τὸν ἄρχοντα
          
          
            
              
            
            Μᾶρκον Ἰούλιο[ν]
          
          
            
              
            
              Ἀπελλᾶν
          
          
            
              5
            
            Μαραθώνιον υἱὸν
          
          
            
              
            
            Μ(άρκου) #⁵⁶ Ἰουλίου Δαμιανοῦ Μυ-
          
          
            
              
            
            λασέως καὶ Φλ(αουίας) #⁵⁶ Πώλλης #⁵⁶ Φλ(αουίου)
          
          
            
              
            
            Ἀπελλᾶ Ὑπαιπηνοῦ θυγατρός.
          
          
            
              
            
                  vac. 0.060 m.
          
          
            
              9
            
            κατὰ τὸ ἐπερώτημα τῆς ἐξ Ἀ-
          
          
            
              10
            
                ρείου πάγου βουλῆς.",Εὐμολπίδαι τὸν ἄρχοντα Μᾶρκον Ἰούλιον Ἀπελλᾶν Μαραθώνιον υἱὸν Μάρκου Ἰουλίου Δαμιανοῦ Μυ λασέως καὶ Φλαουίας Πώλλης Φλαουίου Ἀπελλᾶ Ὑπαιπηνοῦ θυγατρός κατὰ τὸ ἐπερώτημα τῆς ἐξ Ἀ ρείου πάγου βουλῆς,Εὐμολπίδαι τὸν ἄρχοντα Μᾶρκον Ἰούλιο Ἀπελλᾶν Μαραθώνιον υἱὸν Μ Ἰουλίου Δαμιανοῦ Μυ λασέως καὶ Φλ Πώλλης Φλ Ἀπελλᾶ Ὑπαιπηνοῦ θυγατρός κατὰ τὸ ἐπερώτημα τῆς ἐξ Ἀ ρείου πάγου βουλῆς
488,"1
            
            καθ’ ὑπομνηματισμὸν
          
          
            
              
            
            τῆς ἐξ Ἀρείου πάγου βου-
          
          
            
              
            
            λῆς Τίτον Φλάβιον Μέ❦-
          
          
            
              
            
            νανδρον Παιανιέα v Τίτου
          
          
            
              5
            
            Φλαβίου Εὐθυκόμα Παιανι-
          
          
            
              
            
            έως υἱὸν v ἡ μήτηρ Πομπη-
          
          
            
              
            
            ία Πώλλα τὸν ἑαυτῆς υἱόν.",καθ’ ὑπομνηματισμὸν τῆς ἐξ Ἀρείου πάγου βου λῆς Τίτον Φλάβιον Μέ νανδρον Παιανιέα Τίτου Φλαβίου Εὐθυκόμα Παιανι έως υἱὸν ἡ μήτηρ Πομπη ία Πώλλα τὸν ἑαυτῆς υἱόν,καθ’ ὑπομνηματισμὸν τῆς ἐξ Ἀρείου πάγου βου λῆς Τίτον Φλάβιον Μέ νανδρον Παιανιέα Τίτου Φλαβίου Εὐθυκόμα Παιανι έως υἱὸν ἡ μήτηρ Πομπη ία Πώλλα τὸν ἑαυτῆς υἱόν
487,"1
            
            [κ]α̣θ’ ὑπομνη[ματι]-
          
          
            
              
            
            σμὸν τῆς ἐξ Ἀ[ρείου]
          
          
            
              
            
            π̣ά̣γου βουλῆς v [Τίτον]
          
          
            
              
            
            Φλάβιον Εὐθυκό[μαν]
          
          
            
              5
            
            Παιανιέα · Τίτου [Φλαβίου]
          
          
            
              
            
            Στράτωνος ἐπὶ [β]ωμῷ
          
          
            
              
            
            [υἱὸ]ν v καὶ Τίτου [Φλ]αβίο[υ]
          
          
            
              
            
            [Στρ]ά̣τωνος ἱεροφάντ[ου]
          
          
            
              
            
            [ἔγ]γονον v καὶ Φ̣λ̣αβίας [․․]
          
          
            
              10
            
            [․․]κρατείας ἱε[ρ]οφάντ[ιδος]
          
          
            
              
            
            [ἔγ]γ̣ονον, v Πο[μ]πηία Πώ[λ]-
          
          
            
              
            
            [λα] Π̣ομπηίο[υ] Πλειστάρ[χου]
          
          
            
              
            
            [φιλο]σ̣όφου [θυ]γ̣άτηρ, τὸ[ν]
          
          
            
              
            
            [ἑαυ]τ̣ῆ̣[ς ἄνδρα].  ❦̣",κα̣θ’ ὑπομνηματι σμὸν τῆς ἐξ Ἀρείου π̣ά̣γου βουλῆς Τίτον Φλάβιον Εὐθυκόμαν Παιανιέα Τίτου Φλαβίου Στράτωνος ἐπὶ βωμῷ υἱὸν καὶ Τίτου Φλαβίου Στρά̣τωνος ἱεροφάντου ἔγγονον καὶ Φ̣λ̣αβίας κρατείας ἱεροφάντιδος ἔγγ̣ονον Πομπηία Πώλ λα Π̣ομπηίου Πλειστάρχου φιλοσ̣όφου θυγ̣άτηρ τὸν ἑαυτ̣ῆ̣ς ἄνδρα ̣,α̣θ’ ὑπομνη σμὸν τῆς ἐξ Ἀ π̣ά̣γου βουλῆς Φλάβιον Εὐθυκό Παιανιέα Τίτου Στράτωνος ἐπὶ ωμῷ ν καὶ Τίτου αβίο ά̣τωνος ἱεροφάντ γονον καὶ Φ̣λ̣αβίας κρατείας ἱεοφάντ γ̣ονον Ποπηία Πώ Π̣ομπηίο Πλειστάρ σ̣όφου γ̣άτηρ τὸ τ̣ῆ̣ ̣
485,"1
            
              [τὸν ἀφ’ ἑ]-
          
          
            
              
            
            στ<ί>ας μύστην
          
          
            
              
            
            Μ(ᾶρκον) Αὐρ(ήλιον) Μιλτιάδ[ην]
          
          
            
              
            
            Μαραθ<ώ>νιο<ν> [ὁ πα]-
          
          
            
              5
            
            τὴρ Ἀγαθοκλ[ῆς]
          
          
            
              
            
            τὸν [υἱόν].",τὸν ἀφ’ ἑ στίας μύστην Μᾶρκον Αὐρήλιον Μιλτιάδην Μαραθώνιον ὁ πα τὴρ Ἀγαθοκλῆς τὸν υἱόν,στας μύστην Μ Αὐρ Μιλτιάδ Μαραθνιο τὴρ Ἀγαθοκλ τὸν
